annotation_approver,id,label,meta,meta.number,meta.pretext,meta.title,text,user
,2039,148,,,,,"search filter on an undefined variable returns a non-descriptive error

ISSUE TYPE
Bug Report
COMPONENT NAME
core
ANSIBLE VERSION
2.1
CONFIGURATION
OS / ENVIRONMENT
SUMMARY
In templates
Trying to use this template fails with a non-descriptive error when STRINGG is undefined:
{% if STRINGG | search('abc') %}
works!
{% endif %}
The error is:
TypeError: expected string or buffer

The error should be:
AnsibleUndefinedVariable: One or more undefined variables: 'STRINGG' is undefined

In plays
when: ""undefined | search('abc')""
The error is:
Failed to template {% if undefined | search('abc') %} True {% else %} False {% endif %}: an unexpected type error occurred. Error was expected string or buffer

STEPS TO REPRODUCE
EXPECTED RESULTS
ACTUAL RESULTS",3
,2040,140,,,,,"apt_repository: Failed to validate the SSL certificate for launchpad.net:443

Issue Type:
Bug Report
Ansible Version:
ansible 1.8.2
configured module search path = /usr/share/ansible
Environment:
Running from: Linux Mint 17.1 (based on Ubuntu 14.04)
Managing: Ubuntu 10.04, 12.04
Summary:
Adding a PPA with the apt_repository module fails with certificate validation problems.
Manually running add-apt-repository on the host works.
Steps To Reproduce:
- name: ""PHP: Add PHP 5.4 PPA""
  apt_repository:
    repo: ppa:ondrej/php5-oldstable
Expected Results:
PPA added under /etc/apt/sources.list.d/
Actual Results:
TASK: [php | PHP: Add PHP 5.4 PPA] ******************************************** 
failed: [host.example.com] => {""failed"": true}
msg: Failed to validate the SSL certificate for launchpad.net:443. Use validate_certs=no or make sure your managed systems have a valid CA certificate installed. Paths checked for this platform: /etc/ssl/certs, /etc/pki/ca-trust/extracted/pem, /etc/pki/tls/certs, /usr/share/ca-certificates/cacert.org, /etc/ansible",3
,2041,142,,,,,"scp_if_ssh parameter ignored in ansible 2.0.1.0

Issue Type:

Bug Report

Ansible Version:
ansible 2.0.1.0
config file = /etc/ansible/ansible.cfg
configured module search path = /home/share/library
Ansible Configuration:
$ cat /etc/ansible/ansible.cfg | grep scp
if True, make ansible use scp if the connection type is ssh
scp_if_ssh = True
Environment:
N/A
Summary:
Parameter scp_if_ssh is set to True in ansible.cfg. It fails to connect to host with error message ""unable to open an sftp connection"". It shouldn't be attempting an sftp connection.
Steps To Reproduce:
Run the following on a system that rejects sftp connections:
ansible  -m setup

$ ansible-playbook service-pack-6.2.x.yml 

PLAY ***************************************************************************

TASK [setup] *******************************************************************
fatal: [GoldenBoy]: FAILED! => {""failed"": true, ""msg"": ""failed to open a SFTP connection (Channel closed.)""}

NO MORE HOSTS LEFT *************************************************************
    to retry, use: --limit @service-pack-6.2.x.retry

PLAY RECAP *********************************************************************
GoldenBoy                  : ok=0    changed=0    unreachable=0    failed=1
$ ansible-playbook service-pack-6.2.x.yml 

PLAY ***************************************************************************

TASK [setup] *******************************************************************
fatal: [GoldenBoy]: FAILED! => {""failed"": true, ""msg"": ""failed to open a SFTP connection (Channel closed.)""}

NO MORE HOSTS LEFT *************************************************************
    to retry, use: --limit @service-pack-6.2.x.retry

PLAY RECAP *********************************************************************
GoldenBoy                  : ok=0    changed=0    unreachable=0    failed=1


When I uninstall ansible and reinstall 1.9.4 with no configuration changes setup works.
**$ pip uninstall ansible
<< ommitted >>
$ pip install ansible==1.9.4
<<ommitted>>
$ ansible --version
ansible 1.9.4
  config file = /etc/ansible/ansible.cfg
  configured module search path = /home/share/library
$ ansible tigh -m setup
tigh | success >> {
    ""ansible_facts"": {
        ""ansible_all_ipv4_addresses"": [
...
}, 
    ""changed"": false
}

Playbook works as well

$ ansible-playbook service-pack-6.2.x.yml 

PLAY [GoldenBoy] ************************************************************** 

GATHERING FACTS *************************************************************** 
ok: [GoldenBoy]

TASK: [debug var=inventory_hostname] ****************************************** 
ok: [GoldenBoy] => {
    ""var"": {
        ""inventory_hostname"": ""GoldenBoy""
    }
}

TASK: [debug var=ansible_host] ************************************************ 
ok: [GoldenBoy] => {
    ""var"": {
        ""ansible_host"": ""ansible_host""
    }
}

TASK: [revert to snapshot] **************************************************** 
changed: [GoldenBoy -> 127.0.0.1]
...


Expected Results:
It uses scp to succeed.
Actual Results:
It attempts to connect with SFTP.
$ ansible GoldenBoy -m setup
GoldenBoy | FAILED! => {
    ""failed"": true, 
    ""msg"": ""failed to open a SFTP connection (Channel closed.)""
}",3
,2042,140,,,,,"Allow multiple vault passwords/files

vault password could keep prompting until empty password is supplied, vault file could take a list of files
This allows for having multiple vault files with different keys, good for ops team having access to all vaults but qa or dev having access only to specific ones",3
,2043,148,,,,,"Let the inventory file location be a directory

If the file is a directory, run all items within it, whether script or INI file, and blend the results.
This will allow the inventory directory to be used in conf.d form, or even one group per file.
It will also allow for hybrid EC2/local inventory, etc.",3
,2044,142,,,,,"Apt module does not work well when specifying version along with with_items loop

When trying to install several packages with this task:
- name: Install deb packages
  apt: name={{ item }}=1.0*
       update_cache=yes
       state=present
       force=yes
  with_items:
    - package1
    - package2

Only package2 (last one in the loop) is forced to install with 1.0 version. Package1 is installed with the latest version found on the repository. Running the playbook with ""-vvvv"" I can se how the command is eventually executed:
REMOTE_MODULE apt name=package1,package2=1.0* update_cache=yes state=present force=yes
I got it working by rewriting the task as following:
- name: Install deb packages
  apt: name={{ item }}
       update_cache=yes
       state=present
       force=yes
  with_items:
    - package1=1.0*
    - package2=1.0*",3
,2045,144,,,,,"Debug task is run even though dependent task is skipped

I found a case in ansible 1.9.4 (also present in 1.9.2) where a debug task with when: whatever|success runs even though the task that registers whatever was skipped.
I was able to reproduce with this playbook:
- hosts: all
  user: cloud-user

  tasks:
    - name: command that always fails
      shell: /bin/false
      ignore_errors: yes
      register: false_command

    - name: dummy git task
      git: accept_hostkey=yes
      when: false_command|success
      register: dummy_git

    - name: dummy debug
      debug:
        msg: ""This should never happen""
      when: dummy_git|success

which results in the following output:
$ ansible-playbook -i 10.60.3.31, ansible_problem.yml 

PLAY [all] ******************************************************************** 

GATHERING FACTS *************************************************************** 
ok: [10.60.3.31]

TASK: [command that always fails] ********************************************* 
failed: [10.60.3.31] => {""changed"": true, ""cmd"": ""/bin/false"", ""delta"": ""0:00:00.002888"", ""end"": ""2015-11-13 11:26:25.460150"", ""rc"": 1, ""start"": ""2015-11-13 11:26:25.457262"", ""warnings"": []}
...ignoring

TASK: [dummy git task] ******************************************************** 
skipping: [10.60.3.31]

TASK: [dummy debug] *********************************************************** 
ok: [10.60.3.31] => {
    ""msg"": ""This should never happen""
}

PLAY RECAP ******************************************************************** 
10.60.3.31                 : ok=3    changed=1    unreachable=0    failed=0",3
,2046,142,,,,,"yum: ansible not able to find package

ansible-playbook/yum module isn't able to find a package that I can find manually. This issue 'goes away' if I install the package manually.
[wes@mgmt001 ~]$ ssh root@host.domain yum clean all
Loaded plugins: fastestmirror
Cleaning up Everything
Cleaning up list of fastest mirrors
[wes@mgmt001 ~]$ ssh root@host.domain yum list epel-release
Loaded plugins: fastestmirror
Loading mirror speeds from cached hostfile
Available Packages
epel-release.noarch                        5-4                        private-repository
[wes@mgmt001 ~]$ ansible-playbook -i /tmp/all_hosts_badtz -f 30 ~/ansible/playbooks/company/company.yml

TASK: [yum: install epel-release] *********************

failed: [host.domain] => {""changed"": false, ""failed"": true, ""msg"": ""No Package matching 'epel-release' found available, installed or updated""}
From playbook:

name: ""yum: install epel-release""
action: yum pkg=epel-release state=latest",3
,2047,144,,,,,"Wrong temp path OSX

ISSUE TYPE

Bug Report

COMPONENT NAME
core
ANSIBLE VERSION
ansible 2.3.0.0
  config file = /Users/mateus/ansible.cfg
  configured module search path = Default w/o overrides
  python version = 2.7.13 (default, Apr  4 2017, 08:47:57) [GCC 4.2.1 Compatible Apple LLVM 8.1.0 (clang-802.0.38)]

CONFIGURATION
ask_become_pass=True
ask_sudo_pass=True
local_tmp = /Users/mateus/.ansible/tmp
OS / ENVIRONMENT
macOS 101.12.5
SUMMARY
For some reason Ansible is trying to create a temp file on the wrong directory, since macOS uses /Users/ instead of /home/.
My $HOME variable is fine (/Users/mateus/)
Already tried setting local_tmp and remote_tmp.
As you can see below, the ControlPath is right, only the mkdir is wrong
ACTUAL RESULTS
<[HIDDEN_IP]> ESTABLISH SSH CONNECTION FOR USER: mateus
<[HIDDEN_IP]> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o 'IdentityFile=""/Users/mateus/.ssh/id_rsa""' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o User=mateus -o ConnectTimeout=10 -o ControlPath=/Users/mateus/.ansible/cp/6cf90d6e66 [HIDDEN_IP] '/bin/sh -c '""'""'echo ~ && sleep 0'""'""''
<[HIDDEN_IP]> (0, '/home/mateus\n', '')
<[HIDDEN_IP]> ESTABLISH SSH CONNECTION FOR USER: mateus
<[HIDDEN_IP]> SSH: EXEC ssh -C -o ControlMaster=auto -o ControlPersist=60s -o 'IdentityFile=""/Users/mateus/.ssh/id_rsa""' -o KbdInteractiveAuthentication=no -o PreferredAuthentications=gssapi-with-mic,gssapi-keyex,hostbased,publickey -o PasswordAuthentication=no -o User=mateus -o ConnectTimeout=10 -o ControlPath=/Users/mateus/.ansible/cp/6cf90d6e66 [HIDDEN_IP] '/bin/sh -c '""'""'( umask 77 && mkdir -p ""` echo /home/mateus/.ansible/tmp/ansible-tmp-1495220924.36-187159279265629 `"" && echo ansible-tmp-1495220924.36-187159279265629=""` echo /home/mateus/.ansible/tmp/ansible-tmp-1495220924.36-187159279265629 `"" ) && sleep 0'""'""''
<[HIDDEN_IP]> (1, '', 'mkdir: cannot create directory \xe2\x80\x98/home/mateus/.ansible/tmp/ansible-tmp-1495220924.36-187159279265629\xe2\x80\x99: No space left on device\n')",3
,2048,148,,,,,"async with command not working

Issue Type:

bug

Ansible Version:
ansible 2.0.0.2

Ansible Configuration:
default
Environment:
OS X Yosemite 10.10.4

Summary:
When doing async reboot using ansible, if I call /sbin/shutdown directly, it works.
However if I ran /bin/sleep first then, nothing happens.
Steps To Reproduce:
- name: Reboots machine to new kernel (async)
  command: /bin/sleep 5 && /sbin/shutdown -r now ""Reboot triggered by Ansible""
  async: 1
  poll:  0
  ignore_errors: true

syslog:
Jan 22 19:21:44 example ansible-async_wrapper: Starting module and watcher
Jan 22 19:21:44 example ansible-async_wrapper: Start watching 1282 (1)
Jan 22 19:21:44 example ansible-async_wrapper: Start module (1282)
Jan 22 19:21:44 example ansible-command: Invoked with warn=True executable=None chdir=None _raw_params=/bin/sleep 5 && /sbin/shutdown -r now ""Reboot triggered by Ansible"" removes=None creates=None _uses_shell=False
Jan 22 19:21:44 example ansible-async_wrapper: Module complete (1282)",3
,2049,148,,,,,"Allow group_vars and host_vars to override role variables

ISSUE TYPE


Feature Idea

COMPONENT NAME

Variable Precedence
ANSIBLE VERSION

ansible 2.1.1.0
  config file = /etc/ansible/ansible.cfg
  configured module search path = Default w/o overrides

CONFIGURATION

N/A
OS / ENVIRONMENT

N/A
SUMMARY

Change Ansible's variable precedence so that groups_vars and host_vars can override all role variables. Roles should be considered standalone or isolated modules and maintain there own variable precedence. Roles can use conditions to set OS specific variables in their vars folder. All variables defined in a role should be able to be overridden outside of the role by group_vars and host_vars. This would take care of the use case for being able to set OS specific variable defaults in a role and being able to override them.
STEPS TO REPRODUCE





EXPECTED RESULTS

ACTUAL RESULTS",3
,2050,148,,,,,"Different behavior for variables used in an included task in a dependent role since 2.0.2.0

ISSUE TYPE
Bug Report
COMPONENT NAME
roles
ANSIBLE VERSION
ansible 2.2.0 (devel d8a3feb976) last updated 2016/07/19 150214 (GMT -700)
lib/ansible/modules/core (detached HEAD 7de287237f) last updated 2016/07/15 125903 (GMT -700)
lib/ansible/modules/extras (detached HEAD 68ca157f3b) last updated 2016/07/15 125903 (GMT -700)
config file =
configured module search path = Default w/o overrides

CONFIGURATION
OS / ENVIRONMENT
N/A
SUMMARY
This one is really similar to #16729
When a dependency role (configured with allow_duplicates ) uses a variable set by a dependent role inside an included task and multiple role are using the same dependency role, the dependency role always use the variable defined in the last called role
STEPS TO REPRODUCE
Create a playbook
Add two role (role1 and role2) with a dependency on another role configured with allow_duplicates: yes (common-role)
Use a variable ( app_name) in an included task in the common role which is defined in role1/vars/main.yml and role2/vars/main.yml
Display the var value in a debug task inside the common role
Directory structure
 roles
     common-role
        meta
           included.yml
           main.yml
        tasks
            main.yml
     role1
        meta
           main.yml
        vars
              main.yml
     role2
         meta
            main.yml
         vars
             main.yml

playbook.yml
  - hosts: localhost
    roles:
      - { role: role1}
      - { role: role2 }

role/common-role/meta/main.yml
allow_duplicates: yes

roles/common-role/tasks/included.yml
- name: ""debug {{app_name}}""
  debug: msg=""apps_name --- {{app_name}}""

roles/common-role/tasks/main.yml
- include: tasks/included.yml

roles/role1/meta/main.yml
dependencies:
  - { role: common-role }

roles/role1/vars/main.yml
app_name: role1AppName

roles/role2/meta/main.yml
dependencies:
  - { role: common-role }

roles/role2/vars/main.yml
app_name: role2AppName

EXPECTED RESULTS
ansible 2.0.1.0 ( and the previous versions) was producing this :
PLAY ***************************************************************************
TASK [setup] *******************************************************************
ok: [localhost]
TASK [common-role : include] ***************************************************
included: /Users/maximederavet/Development/temp/inheritancebug-ansible/roles/common-role/tasks/included.yml for localhost
TASK [common-role : debug included role1AppName] *******************************
ok: [localhost] => {
    ""msg"": ""apps_name included --- role1AppName""
}
TASK [common-role : include] ***************************************************
included: /Users/maximederavet/Development/temp/inheritancebug-ansible/roles/common-role/tasks/included.yml for localhost
TASK [common-role : debug included role2AppName] *******************************
ok: [localhost] => {
    ""msg"": ""apps_name included --- role2AppName""
}
PLAY RECAP *********************************************************************
localhost                  : ok=5    changed=0    unreachable=0    failed=0

ACTUAL RESULTS
ansible 2.0.2+ produces this :
PLAY [localhost] ***************************************************************
TASK [setup] *******************************************************************
ok: [localhost]
TASK [common-role : debug included role2AppName] *******************************
ok: [localhost] => {
    ""msg"": ""apps_name included --- role2AppName""
}
TASK [common-role : debug included role2AppName] *******************************
ok: [localhost] => {
    ""msg"": ""apps_name included --- role2AppName""
}
PLAY RECAP *********************************************************************
localhost                  : ok=3    changed=0    unreachable=0    failed=0

tested with ansible 2.0.2.0 , the stable-2.1 branch and the devel branch, same results.",3
,2051,143,,,,,"Wait_for should return matches to groups in its search_regex

ISSUE TYPE

Feature Idea

COMPONENT NAME
wait_for
ANSIBLE VERSION
2.3

CONFIGURATION
n/a
OS / ENVIRONMENT
n/a
SUMMARY
When using the wait_for module to monitor, say, a file for a string matching a particular search_regex, it would be helpful if the matches to that regex were available in the module's output.
In my current use case, I'm monitoring a log file from a remote process which was started asynchronously and want to display certain pertinent information from it in the Ansible output.
STEPS TO REPRODUCE

 - name: Wait for message in log file
    wait_for:
        path: ""somefile.log'
        search_regex: ""SOMETHING_HAPPENED start_delimiter(.*)end_delimiter""
    register: foo

 - name: show text between delimiters
    debug: msg=""The text between delimiters was {{foo.result.matches[0]}}""
EXPECTED RESULTS
The wait_for task will pause until text matching the search_regex is found in somefile.log (or timeout occurs).  The text between the parens in the regex will be available somewhere in the variable registered in wait_for task.
ACTUAL RESULTS
The matches are not available in the registered variable.",3
,2052,144,,,,,"broken plugins cause UnboundLocalError: local variable 'obj' referenced before assignment

ISSUE TYPE

Bug Report

ANSIBLE VERSION
2.2 devel

CONFIGURATION
N/A
OS / ENVIRONMENT
N/A
SUMMARY
PluginLoader.all() creates a variable named ""obj"" in try/except, raises a warning if failed and then attempts to use the variable later even though it may not exist.
STEPS TO REPRODUCE
Create a bad plugin file in ""filter_plugins"" and run a playbook with a debug: var=
mkdir filter_plugins
touch filter_plugins/foobar.py

EXPECTED RESULTS
No traceback, just a warning.
ACTUAL RESULTS
task path: .../tasks/main.yml:57
[WARNING]: Skipping plugin (....library/<BROKEMODULE>.py) as it seems to be invalid: 'module' object has no attribute 'FilterModule'

An exception occurred during task execution. The full traceback is:
Traceback (most recent call last):
 File ""/usr/local/lib/python2.7/dist-packages/ansible/executor/task_executor.py"", line 124, in run
   res = self._execute()
 File ""/usr/local/lib/python2.7/dist-packages/ansible/executor/task_executor.py"", line 401, in _execute
   self._task.post_validate(templar=templar)
 File ""/usr/local/lib/python2.7/dist-packages/ansible/playbook/task.py"", line 246, in post_validate
   super(Task, self).post_validate(templar)
 File ""/usr/local/lib/python2.7/dist-packages/ansible/playbook/base.py"", line 317, in post_validate
   value = templar.template(getattr(self, name))
 File ""/usr/local/lib/python2.7/dist-packages/ansible/template/__init__.py"", line 358, in template
   d[k] = self.template(variable[k], preserve_trailing_newlines=preserve_trailing_newlines, fail_on_undefined=fail_on_undefined, overrides=overrides)
 File ""/usr/local/lib/python2.7/dist-packages/ansible/template/__init__.py"", line 330, in template
   result = self._do_template(variable, preserve_trailing_newlines=preserve_trailing_newlines, escape_backslashes=escape_backslashes, fail_on_undefined=fail_on_undefined, overrides=overrides)
 File ""/usr/local/lib/python2.7/dist-packages/ansible/template/__init__.py"", line 467, in _do_template
   myenv.filters.update(self._get_filters())
 File ""/usr/local/lib/python2.7/dist-packages/ansible/template/__init__.py"", line 186, in _get_filters
   plugins = [x for x in self._filter_loader.all()]
 File ""/usr/local/lib/python2.7/dist-packages/ansible/plugins/__init__.py"", line 388, in all
   obj = obj(*args, **kwargs)
UnboundLocalError: local variable 'obj' referenced before assignment",3
,2053,148,,,,,"vmware_guest doesn't create a properly formatted /etc/resolv.conf file

I'm trying Ansible 2.3 RC2
ISSUE TYPE

Bug Report

COMPONENT NAME
vmware_guest: customization: dns_servers
ANSIBLE VERSION
/usr/lib64/python2.6/site-packages/cryptography/__init__.py:26: DeprecationWarning: Python 2.6 is no longer supported by the Python core team, please upgrade your Python. A future version of cryptography will drop support for Python 2.6
  DeprecationWarning
ansible 2.3.0.0
  config file = /opt/ansible/.ansible.cfg
  configured module search path = Default w/o overrides
  python version = 2.6.6 (r266:84292, Aug 18 2016, 15:13:37) [GCC 4.4.7 20120313 (Red Hat 4.4.7-17)]

CONFIGURATION
forks=10

OS / ENVIRONMENT
Centos 6.8

SUMMARY
I want to provision a VMWare VM and  populate /etc/resolv.conf, so I've puth this in my playbook:
- vmware_guests:
      customization:
        domain: ""{{ guest_domain }}""
        dns_servers: ""{{ guest_dns_servers }}""
        dns_suffix: ""{{ guest_dns_suffix }}""

And defined this variable in a group_vars file
guest_dns_servers:
- 10.75.228.65
  10.75.228.66

But I get a wrongly formatted /etc/resolv.conf file:
[ansible@ansclient111 etc]$ cat resolv.conf
search  mydomain.com
nameserver      10.75.228.65 10.75.228.66

Instead of getting one nameserver line per server, I get all of them in a single line.
STEPS TO REPRODUCE
Provision the VM using the aforementioned playbook/group_vars file
EXPECTED RESULTS
Get a resolv.conf file like this:
search  mydomain.com
nameserver 10.75.228.65
nameserver 10.75.228.66

ACTUAL RESULTS
Got a resolv.conf file like this:
search  mydomain.com
nameserver      10.75.228.65 10.75.228.66",3
,2054,144,,,,,"Unable to manage windows server after binding an IIS https site with option ""Require Server Name Identification""

ISSUE TYPE


Bug Report

COMPONENT NAME

ANSIBLE VERSION

ansible 2.2.1.0
  config file = /home/rui/test/ansible.cfg
  configured module search path = Default w/o overrides

CONFIGURATION

inventory      = ./hosts
OS / ENVIRONMENT
running Ansible from: Linux ubuntu16_Ansible 4.4.0-59-generic
managing: Windows 2016 with IIS
SUMMARY
Unable to manage windows server after binding an IIS https site with option ""Require Server Name Identification""
STEPS TO REPRODUCE

On the Windows 2016 machine there is a IIS web site with binding for https on port 443 using a certificate.
The ansible commands and playbooks are able to manage this machine.
After I change the binding and select the option ""Require Server Name Identification"" (required to use a single IP address to service multiple sites with certificates using ""host name"") ansible stops communication with server.

I can only restore communication after I remove the binding and restart the windows server.

ansible win2016gui2 -m win_ping -vvvv

EXPECTED RESULTS
win2016gui2 | SUCCESS => {
""changed"": false,
""ping"": ""pong""
}
ACTUAL RESULTS


Using /home/rui/test/ansible.cfg as config file
Loading callback plugin minimal of type stdout, v2.0 from /usr/lib/python2.7/dist-packages/ansible/plugins/callback/__init__.pyc
Using module file /usr/lib/python2.7/dist-packages/ansible/modules/core/windows/win_ping.ps1
<192.168.233.141> ESTABLISH WINRM CONNECTION FOR USER: administrator on PORT 5986 TO 192.168.233.141
win2016gui2 | UNREACHABLE! => {
    ""changed"": false,
    ""msg"": ""ssl: (\""bad handshake: SysCallError(104, 'ECONNRESET')\"",)"",
    ""unreachable"": true
}",3
,2055,148,,,,,"ansible_memfree_mb fact combines disk-cache use of memory

Issue Type: Bug Report
Ansible Version: ansible 1.6.3
Environment: N/A
Summary:
I setup a play to alert whenever memory utilization is dangerously high. I immediately received a handful of alerts and was a bit concerned until I realized it takes into account memory being used by the disk cache and not 'real' memory utilization.
Steps To Reproduce:
To reproduce just compare the ansible_memfree_mb fact, which in my example is
        ""ansible_memfree_mb"": 10550,
        ""ansible_memtotal_mb"": 15042,

with the return value of running
free -m

Expected Results: I expected 'real' memory available
Actual Results:
In my case returns
             total       used       free     shared    buffers     cached
Mem:         15042       4483      10559        139        231       2859
-/+ buffers/cache:       1393      13649
Swap:            0          0          0

As you can see, the ansible_facts are correct but misleading, in this case saying only 10gb are free when in fact I have 13gb that are useable.
Perhaps this could be added as a ansible_nocache_memfree_mb fact?",3
,2056,141,,,,,"Include inventory modules in distribution

Currently inventory modules are only available on github.
It would be cool if they could be bundled in with the release so they can be used without needing to be separately downloaded",3
,2057,148,,,,,"Missing `xsltproc` Debian packaging README

packaging/debian/README.md does not include installation of xsltproc which provides missing local eponym command.
make deb
[...]
a2x -D docs/man/man1/ -d manpage -f manpage docs/man/man1/ansible.1.asciidoc
a2x: WARNING: --destination-dir option is only applicable to HTML based outputs
a2x: ERROR: ""xsltproc""  --stringparam callout.graphics 0 --stringparam navig.graphics 0 --stringparam admon.textlabel 1 --stringparam admon.graphics 0  ""/etc/asciidoc/docbook-xsl/manpage.xsl"" ""<snip>/docs/man/man1/ansible.1.xml"" returned non-zero exit status 127
Makefile:117: recipe for target 'docs/man/man1/ansible.1' failed
make: *** [docs/man/man1/ansible.1] Error 1
rm docs/man/man1/ansible.1.asciidoc",3
,2058,144,,,,,"Ansible inventory allows groups to have same name as hosts

Issue Type
Bug Report
Ansible Version:
ansible 1.6 (devel 9da26da) last updated 2014/03/18 11:15:04 (GMT +1000)
Environment:
N/A
Summary:
If you define a group containing another group without the :children, then the intended group is a host, but will also become a group when defining its contents.
The net result is that the host that should inherit characteristics of several layers of parents will not inherit those characteristics as the definitions will be:
grandparent -> parent(host)
parent(group) -> host
rather than
grandparent -> parent -> host
I believe that it should not be possible to define a group with the same name as a host (or at least a warning suggesting it might not be what you want should happen)
Steps To Reproduce:
See https://gist.github.com/willthames/9614054
Expected Results:
See https://gist.github.com/willthames/9614054
Actual Results:
See https://gist.github.com/willthames/9614054",3
