id,text,label,source,source_id
257,Users must change the initially assigned login authentication information (password) immediately after the first successful login. The initial password may never be reused. ,SECURITY,QUEST,
258,The payroll system shall ensure that the employee salary data can be accessed only by authorized users. The payroll system shall distinguish between authorized and non-authorized users. ,SECURITY,QUEST,
259,"Employees shall not be allowed to update their own salary information, and any such attempt shall be reported to the security administrator. ",SECURITY,QUEST,
260,Only holders of current security clearance can enter the national headquarters building.,SECURITY,QUEST,
261,The access permissions for system data may only be changed by the system's data administrator. ,SECURITY,QUEST,
262,Passwords shall never be viewable at the point of entry or at any other time. ,SECURITY,QUEST,
263,Each unsuccessful attempt by a user to access an item of data shall be recorded on an audit trail. ,SECURITY,QUEST,
264,Users shall receive notification of profile changes via preferred communication method of record when profile information is modified.,SECURITY,QUEST,
265,The Online Payment System shall be available for use between the hours of 6:00 a.m. and 11:00 p.m. CST.,AVAILABILITY,QUEST,
266,The Online Payment System shall achieve 100 hours MTBF (mean time between failure).,AVAILABILITY,QUEST,
267,The CIF system shall achieve 99.5% up time.,AVAILABILITY,QUEST,
268,The mortgage amortization schedule shall be available to the customer within 15 seconds for 95% of the times that it is requested. The remaining times it will be available within 20 seconds.,AVAILABILITY,QUEST,
269,The Automated Teller Machine shall be at least 99.0 percent available on weekdays between 6:00 a.m. and 11:00 p.m. local time. The machine shall be at least 99.95 percent available on weekdays between 4:00 p.m. and 6:00 p.m. local time.,AVAILABILITY,QUEST,
270,"Unless the system is non-operational, the system shall present a user with notification informing them that the system is unavailable.",AVAILABILITY,QUEST,
271,A new installation of the system shall be available for first-time use within 24 hours of the start of the install.,AVAILABILITY,QUEST,
272,The online registration system shall permit backing up of the registration database while other registration activities are going on. (It is estimated that this requirement reduces duration for which the online registration system would be unavailable to students for maintenance by 15 minutes each calendar day.),AVAILABILITY,QUEST,
273,The new product shall be easy to use by adult members (age 18 to 80) of the public who may only have one hand free.,USABILITY,QUEST,
274,The vending product shall be able to be used by adult members of the public without training. A panel representative of at least 95 percent of the general public shall successfully purchase a product from the vending product on their first encounter.,USABILITY,QUEST,
275,The product shall be self-explanatory and intuitive such that a service agent shall be able to produce a price quote within 10 minutes of encountering the product for the first time.,USABILITY,QUEST,
276,The new policy management system shall be evaluated by 90 percent of the user community to be at least as easy to use as the existing system.,USABILITY,QUEST,
277,"A trained order-entry clerk shall have the ability to submit a complete order for a product chosen from a supplier catalog in a maximum of 7 minutes, with an average order entry time of 4 minutes.",USABILITY,QUEST,
278,People with no training and no understanding of English shall be able to use the product.,USABILITY,QUEST,
279,A new warehouse clerk shall be able to enter a customer order on the system within a typical 8-hour business day.,USABILITY,QUEST,
280,The system shall be useable by program developers after five weeks of training.,USABILITY,QUEST,
281,The customer service call center shall analyze 95% of the problem reports within 2 hours. Items classified as 'urgent' shall be repaired within 3 business days in 98% of the reported cases.,MAINTAINABILITY,QUEST,
282,The application development process must have a regression test procedure that allows complete re-testing within 2 business days.,MAINTAINABILITY,QUEST,
283,A maintenance developer shall be able to modify existing statements to conform to revised regulations from the federal government with 24 labor hours or less of development and testing effort.,MAINTAINABILITY,QUEST,
284,A new consumer type code must be able to be added to the product within 12 business hours.,MAINTAINABILITY,QUEST,
285,"The system must maintain a service log and, on system start-up, must check if system service is due. If a scheduled service session has not been carried out within 5 calendar days of the scheduled date, the system should discontinue operation.",MAINTAINABILITY,QUEST,
286,"A development programmer who has at least one year of experience supporting this software application shall be able to add a new product feature, including source code modifications and testing, with no more than one week of labor.",MAINTAINABILITY,QUEST,
287,The system shall not be shut down for maintenance more than once in a 24-hour period.,MAINTAINABILITY,QUEST,
288,The elapsed duration of time required to produce any statement or report showing information about transactions shall be based upon how much data is presented rather than the total quantity of stored data.,SCALABILITY,QUEST,
289,"The effort needed to administer the payroll system (as measured in hours per month of system administrators' time) shall not increase with an increase in the number of employees. If there is a significant increase in system operation work, it shall be proportionately less than an increase in the number of employees.",SCALABILITY,QUEST,
290,The payroll system shall be scalable to support unlimited growth in the number of employees. ,SCALABILITY,QUEST,
291,The business rules repository shall be scalable to manage an unrestricted number of additional rules. ,SCALABILITY,QUEST,
292,The travel reservation system shall be scalable to accommodate its use by an unlimited number of agency offices worldwide.,SCALABILITY,QUEST,
293,The claims system shall support all assigned adjustors following any catastrophic event. ,SCALABILITY,QUEST,
294,"The account management system shall support unlimited customer, account, and transaction relationships. ",SCALABILITY,QUEST,
295,"The transaction authorization system shall scale to potential hourly spikes of 1,000% in authorization requests during peak holiday shopping.",SCALABILITY,QUEST,
296,"All error messages produced by the System must be meaningful, so that they can be appropriately acted upon by the users who are likely to see them. Ideally, each error message will be accompanied by explanatory text and an indication of the action(s) which the user can take in response to the error.",USABILITY,PURE,0000 - cctns
297,"The System must employ a single set of user interface rules, or a small number of sets to provide a familiar and common look and feel for the application.",USABILITY,PURE,0000 - cctns
298,"The System must be able to display several entities (cases, suspects) simultaneously.",USABILITY,PURE,0000 - cctns
299,"The interfaces must be made customizable or user-configurable to the extent possible. (e.g., the displayed columns in the table, move, resize, modify the appearance). Such configurations must be saved in the user profile.",USABILITY,PURE,0000 - cctns
300,"The System user interface must be suitable for users with special needs; that is, compatible with specialist software that may be used and with appropriate interface guidelines.",USABILITY,PURE,0000 - cctns
301,The System must provide End User and Administrator functions which are easy to use and intuitive throughout.,USABILITY,PURE,0000 - cctns
302,"The System must allow persistent defaults for data entry where desirable. These defaults should include: user-definable values, values same as previous item, values derived from context, e.g. date, file reference, user identifier.",USABILITY,PURE,0000 - cctns
303,Frequently-executed System transactions must be designed so that they can be completed with a small number of interactions (e.g. mouse clicks).,USABILITY,PURE,0000 - cctns
304,"Where the System employs a graphical user interface, it must allow users to customise it. Customisation should include, but need not be limited to the following changes: menu contents, layout of screens, use of function keys, on-screen colours, fonts and font sizes.",USABILITY,PURE,0000 - cctns
305,The user interfaces should be designed to make them user-intuitive.,USABILITY,PURE,0000 - cctns
306,The user interfaces of the system should comply with Standard ISO 9241.,USABILITY,PURE,0000 - cctns
307,ISO 9241-20 shall be the standard for guidance on ICT accessibility. Application user interfaces to meet its requirements and recommendations. Software accessibility ISO 9241-171 shall be the standard for guidance on software accessibility. User interfaces should meet its requirements and recommendations. Content accessibility WCAG 1.0 shall be the standard used for guidance on content accessibility. The application logo to be available on all pages as a link to the home page.,USABILITY,PURE,0000 - cctns
308,"All non-text media objects, such as graphical images or video, should be provided with alternative equivalent textual descriptions and/or with equivalent text-based functionality.",USABILITY,PURE,0000 - cctns
309,"Navigation should be designed to help users understand where they are, where they have been and where they can go next. General guidance on achieving self-descriptiveness is given in ISO 9241-110.",USABILITY,PURE,0000 - cctns
310,Each presentation segment (page or window) should provide the user with a clear and sufficient indication of where he or she is in the navigation structure and of the current segment position with respect to the overall structure.,USABILITY,PURE,0000 - cctns
311,Alternative access paths for navigating to a specific unit of content should be offered to support different navigation strategies.,USABILITY,PURE,0000 - cctns
312,"The number of navigation steps needed to reach a certain piece of content should be minimized as long as different mental models, navigation strategies and tasks of the user are taken into account.",USABILITY,PURE,0000 - cctns
313,"Splash screens should be avoided unless they provide useful content or feedback about the application state to the user. If a splash screen is used, a navigation option to skip it should be offered.",USABILITY,PURE,0000 - cctns
314,"Additional windows such as new browser windows or pop-up windows should only be opened if this supports the user’s task. Opening new windows can distract, confuse or impede users for a variety of reasons. They can superimpose the primary window, hiding relevant information. They could make it cognitively more difficult to understand the navigation structure with negative effects on both usability and accessibility. They also require additional user actions for closing unwanted windows.",USABILITY,PURE,0000 - cctns
315,Vertical scrolling should be minimized. This may be done by placing important information at the top and providing links to information that is further down the page. Horizontal scrolling should be avoided wherever possible.,USABILITY,PURE,0000 - cctns
316,"User interfaces should be designed to allow activation of controls by a variety of input devices. The ability to choose between different input devices for activating controls such as links, fields and buttons is important both for users who prefer a certain input mode, mobile users and users with disabilities. In general, device independence can be achieved if the functionality is operable via a keyboard.",USABILITY,PURE,0000 - cctns
317,User interfaces should be designed to be as robust as possible in the face of changing technology. This encompasses being able to present content containing newer technologies by older user agents as well as designing content to be usable with future technologies.,USABILITY,PURE,0000 - cctns
318,"Application pages should be designed and implemented so that there are acceptable opening times and download times for the expected range of technical contexts of use (e.g. bandwidth between the application and the user). This is particularly important for frequently accessed pages or pages that are important for user navigation and exploration, such as the home page.",USABILITY,PURE,0000 - cctns
319,Potential user errors as well as the effort needed to recover from errors should be minimized.,USABILITY,PURE,0000 - cctns
320,"The content of error messages shown on the pages or special error pages should clearly state the reason why the error occurred and, if possible, actions the user can take to resolve the error. Users expect error messages to be in the same language as the user interface.",USABILITY,PURE,0000 - cctns
321,"When designing user interfaces for use by diverse groups, input and output of information elements such as currency, units of measurement, temperatures, date and time, phone numbers, address or postal codes should be designed so that they are usable.",USABILITY,PURE,0000 - cctns
322,"Text should be able to be resized by the user, using functions provided by the user agent or other appropriate means i.e. see ISO 9241-171.",USABILITY,PURE,0000 - cctns
323, The quality of textual content with respect to spelling and grammar should be sufficient so as not to impede readability.,USABILITY,PURE,0000 - cctns
324," The reading and understanding of the textual content on the screen should be supported by suitable means, including the use of short sentences, the division of the text into shorter chunks or the presentation of content items in the form of bullet points.",USABILITY,PURE,0000 - cctns
325,"Fast skimming of text should be supported by the provision of clear links, bulleted lists, highlighted keywords, logical headings, and short phrases and sentences.",USABILITY,PURE,0000 - cctns
326,Text presented on the pages should be readable taking into account the expected display characteristics and spatial arrangement. ISO 9241-303 shall be consulted for screen text legibility requirements.,USABILITY,PURE,0000 - cctns
327,Within-page links should be clearly distinguishable from other links that lead to a different page. EX. Within-page links are shown with dashed rather than solid underlines.,USABILITY,PURE,0000 - cctns
328, Text pages containing large proportions of links should be formatted so that the presence of links does not impede the readability of the text.,USABILITY,PURE,0000 - cctns
329,"Navigation links — particularly links representing the main navigation structure — should be labelled with terms that are familiar to the user, based on his/her general knowledge, prior experience in the application domain or experience of using other systems.",USABILITY,PURE,0000 - cctns
330,"The target or purpose of a link should be directly indicated by its label, avoiding generic labels such as “go” or “click here” except where the purpose of the link is clear from its context on the page or the labels have commonly understood semantics in the particular application domain. Using appropriate terminology specific to the user’s tasks and information needs is important for making the content easy to understand.",USABILITY,PURE,0000 - cctns
331,Links that open new browser windows or pop-up windows should be clearly marked.,USABILITY,PURE,0000 - cctns
332,"Navigation links should be clearly distinguishable from controls activating some action. Typical action types in user interfaces include manipulating application data, performing searches, communication actions, such as opening a new e-mail window or starting a chat function, and presentation-related actions, such as sorting a list of search results.",USABILITY,PURE,0000 - cctns
333,"If a document is either too long, dispersed over several pages or in a specific layout that is not suitable for online reading, a printer-friendly version of the document should be provided that prints the content in a form acceptable to the user (e.g. in the expected layout, paper format, or orientation).",USABILITY,PURE,0000 - cctns
334,"""White space"" on a page i.e. space filled only with the background color should be used in such a way that it does not impair the visual skimming of the page. While white space is an important means of visually organizing the different content elements on a page, if the distance between the blocks of information displayed becomes too large, rapid skimming of the page can be impeded.",USABILITY,PURE,0000 - cctns
335,"The length of a page should be selected so as to support the primary purpose and use of the page. Short pages are generally more appropriate for homepages, navigation pages, or overview pages that need to be read quickly. Longer pages can be more appropriate when users want to read the content without interruptions or when the page needs to match a paper counterpart.",USABILITY,PURE,0000 - cctns
336," Colour should be used with care, taking into account human capabilities and restrictions in perceiving colour, and not as the only means of conveying information. Color should never be the only means of coding. Some users may have difficulties in perceiving certain colors or color combinations (color-blindness).",USABILITY,PURE,0000 - cctns
337,"If frames are used, care should be taken to avoid possible problems, for example, those involving the use of the back button, bookmarking of pages, or scrolling of information. When frames are used, it is important to title each frame, and to describe its purpose and how frames relate to one another other.",USABILITY,PURE,0000 - cctns
338," If frames are used, an alternative way of presenting relevant information without frames should be provided. Providing alternative text-only pages: When style sheets and/or frames are turned off it should be possible for the user to read and understand the page; alternatively, the user should be provided with an equivalent alternative text-only page.",USABILITY,PURE,0000 - cctns
339,"Pages should be designed using consistent layout schemes, supporting the user in finding similar information at the same position on different pages. Overall layout schemes apply to all pages and are preferable when all pages have a similar structure. Frequently, however, different pages have different purposes and types of content. In such cases, pages can usually be grouped in different categories, using one layout scheme for each category consistently.",USABILITY,PURE,0000 - cctns
340,Page titles should be placed in a consistent location on the different pages.,USABILITY,PURE,0000 - cctns
341,"When designing application pages, the general principles of human perception should be taken into account. The International Standards mentioned below shall be consulted for guidance. Practical guidelines for presenting information to the user are to be found in ISO 9241-12. Guidance on selecting and using different forms of interaction techniques is to be found in ISO 9241-14 to ISO 9241-17. ISO 9241-14 gives guidance about menus, ISO 9241-15 about command dialogues, ISO 9241-16 about direct manipulation and ISO 9241-17 about forms. In addition, when designing multimedia information presentations, the design principles and recommendations described in ISO 14915-1 to ISO 14915-3 should be taken into account. Appropriate content presentation also plays a key role in accessibility.",USABILITY,PURE,0000 - cctns
342,Each page should contain a link leading to the home page of the application or to a landmark page that is easy to recognize for the user.,USABILITY,PURE,0000 - cctns
343,A separate navigation overview such as a site map should be provided for application showing the structure of the site in an overview form.,USABILITY,PURE,0000 - cctns
344,"If navigation components (or overviews) are shown in conjunction with associated content, consistency between the navigation component and the content shown should be maintained by indicating in the navigation component (e.g. highlighting) the topic currently visible in the content area.",USABILITY,PURE,0000 - cctns
345, Navigation components should be placed consistently on the pages or in the framesets in the pages of the application.,USABILITY,PURE,0000 - cctns
346,"Adapting the content and the navigation of a user interface to individual users or user groups can be a useful mechanism for providing information that is of interest to the users and for making access to relevant information more efficient. User adaptation can also be important for making the user interface more accessible. Different approaches can be used for achieving these goals, like providing users with means for customizing the user interface to their personal needs i.e. individualization designing content and navigation differently for varying user groups or roles i.e. such as employees of different levels, citizens etc, monitoring the user’s behaviour and adapting to the user’s goals that are inferred from the behaviour observed, recommending information that is potentially more relevant or interesting to the specific user, based on the behaviour of all users or a user group.",USABILITY,PURE,0000 - cctns
347,"When providing different access paths or navigation structures for different user groups, the tasks and information needs of these user groups should be taken into consideration.",USABILITY,PURE,0000 - cctns
348,It should be made evident to the user when individualization and/or adaptation are used.,USABILITY,PURE,0000 - cctns
349,"If predefined user profiles or user-specified profiles are used for individualizing or adapting content, the profile currently used should be made evident. If profiles are used, it is important to provide users with information about this concept and its implications.",USABILITY,PURE,0000 - cctns
350,"If user-specified profiles are used, users should be able to see, modify and delete that profile on demand.",USABILITY,PURE,0000 - cctns
351,The user interfaces of the system should follow the guidelines specified under www.usability.gov,USABILITY,PURE,0000 - cctns
352,"The System must be available to users: 	from <xx:00> to <xx:00>, on <all weekdays/xxx days per year>.",AVAILABILITY,PURE,0000 - cctns
353,The planned downtime for the System must not exceed <xx> hours per <rolling three month period>.,AVAILABILITY,PURE,0000 - cctns
354,The System is considered to be down if any user is unable to perform any normal System function and if this failure is attributed to any component of the System other than the workstation.,AVAILABILITY,PURE,0000 - cctns
355,Unplanned downtime for the System must not exceed <xx hours/minutes> per <rolling three month period>.,AVAILABILITY,PURE,0000 - cctns
356,The number of incidents of unplanned downtime for the System must not exceed <x> per <rolling three month period>.,AVAILABILITY,PURE,0000 - cctns
357,"In the event of any software or hardware failure, it must be possible to restore the System (with inline synchronization) within no more than <xx> hours.",AVAILABILITY,PURE,0000 - cctns
358,The System must provide adequate response times for commonly performed functions under both standard and peak conditions.,PERFORMANCE,PURE,0000 - cctns
359,"The System must be able to perform a simple search within 5-8 seconds and a advanced search (multiple search criteria) within 10-15 seconds regardless of the storage capacity or number of cases in the system. In this context, performing a search means returning a result list. It does not include retrieving the records themselves.",PERFORMANCE,PURE,0000 - cctns
360,"The System must be able to retrieve and display within 5-8 seconds the case which has been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system. This requirement is intended to allow for rapid retrieval of frequently-used cases, on the understanding that frequency of use is typically correlated with recent use.",PERFORMANCE,PURE,0000 - cctns
361,"The System must be able to retrieve and display within 20 seconds the case which has not been accessed within the previous 2 months, regardless of storage capacity or number of cases in the system. This requirement is intended to allow for cases where cases used infrequently are stored on slower media than more active records.",PERFORMANCE,PURE,0000 - cctns
362,"The System be scaleable and must not have any features which would preclude use in small or large police stations, with varying numbers of cases handled.",SCALABILITY,PURE,0000 - cctns
363,Upon the USB being plugged in the system shall be able to be deployed and operational in less than 1 minute.,PERFORMANCE,PURE,0000 - gamma j
364,The system shall be able to handle 1000 customers logged in concurrently at the same time.,PERFORMANCE,PURE,0000 - gamma j
365,The system shall be able to retrieve 200 per second.,PERFORMANCE,PURE,0000 - gamma j
366,The system shall be able to add product to shopping cart in less than 2 ms.,PERFORMANCE,PURE,0000 - gamma j
367,The system shall be able to search for a specified product in less than 1 second.,PERFORMANCE,PURE,0000 - gamma j
368,The system shall be able to email customer and vendor in less than 1 second.,PERFORMANCE,PURE,0000 - gamma j
369,The system shall be able to validate credit card in less than 2 seconds.,PERFORMANCE,PURE,0000 - gamma j
370,The system shall be able to acquire shipping charges in less than 2 seconds.,PERFORMANCE,PURE,0000 - gamma j
371,The system shall be able to restore 1000 records per second.,PERFORMANCE,PURE,0000 - gamma j
372,The system shall validate credit cards against fraud.,SECURITY,PURE,0000 - gamma j
373,The system shall encrypt all sensitive information via https.,SECURITY,PURE,0000 - gamma j
374,The system shall encrypt all customer data in database.,SECURITY,PURE,0000 - gamma j
375,The system shall auto detect IP DOS attacks and block IP automatically.,SECURITY,PURE,0000 - gamma j
376,The system shall detect consecutive failed login attempts.,SECURITY,PURE,0000 - gamma j
377,The system shall be protected by open source firewall called Firestarter. http://www.fs-security.com/,SECURITY,PURE,0000 - gamma j
378,The system shall have an availability of 99.99%.,AVAILABILITY,PURE,0000 - gamma j
379,The system shall be easy to use.,USABILITY,PURE,0000 - gamma j
380,The system shall be easy to learn.,USABILITY,PURE,0000 - gamma j
381,"The system shall utilize help bubbles to assist managers, customers, and administrators.",USABILITY,PURE,0000 - gamma j
382,The system shall employ easy to locate buttons.,USABILITY,PURE,0000 - gamma j
383,The system shall prompt customer with friend easy to read error messages.,USABILITY,PURE,0000 - gamma j
384,The system shall utilize consistent symbols and colors for clear notifications.,USABILITY,PURE,0000 - gamma j
385,The system shall utilize interchangeable plugins.,MAINTAINABILITY,PURE,0000 - gamma j
386,The system shall be easily updatable for fixes and patches.,MAINTAINABILITY,PURE,0000 - gamma j
387,"The system shall create logs of all changes, updates, or fixes that are done to the site.",MAINTAINABILITY,PURE,0000 - gamma j
388,The system shall be easy to upgrade.,MAINTAINABILITY,PURE,0000 - gamma j
389,"It is mandatory that learning time is between 2 to 4 hours at maximum, because many task are delegated to working students.",USABILITY,PURE,0000 - inventory
390,Web interface should use clear and consistence terminology in such a way that user; with basic experience on internet and office; find the application easy to use,USABILITY,PURE,0000 - inventory
391,The Application should be available always at working hours. Any maintenance or backup operation should be conducted out of working time.,AVAILABILITY,PURE,0000 - inventory
392,All user are authenticated by user name and a password.,SECURITY,PURE,0000 - inventory
393,Permission are assigned to user according to their roles.,SECURITY,PURE,0000 - inventory
394,Only IT team member can access and maintain data base servers locally.,SECURITY,PURE,0000 - inventory
395,Query is killed if takes more than 1 min.,SECURITY,PURE,0000 - inventory
396,Backup operation are executed periodically.,SECURITY,PURE,0000 - inventory
397,It is important to design system to facilitated future evolution and facilitate maintenance operations,MAINTAINABILITY,PURE,0000 - inventory
398,"Every command must be accepted/rejected within 2 sec and before the correspond- ing action occurs. (This is different than the ACK/NAK response of the communications protocol - here, the target system must have examined the command and verified its validity.",PERFORMANCE,PURE,1995 - gemini
399,"Status display update must be within 4 sec at the local stations (certain functions, such as telescope position, may have tighter constraints). Remote station update response is given in the Requirements for Remote Operations section.",PERFORMANCE,PURE,1995 - gemini
400,Requests of subsystems for status information must be answered within 5 sec and be possible in maintenance level operation.,PERFORMANCE,PURE,1995 - gemini
401,All software bugs should be logged and then fixed as soon as possible after detection. The goal is to have restart conditions occur only on hardware failure.,AVAILABILITY,PURE,1995 - gemini
402,"Fault recovery, exception handling, fail-safe checks, etc. should be used to improve reliability.",AVAILABILITY,PURE,1995 - gemini
403,"Should a subsystem fail (e.g. one detector, one instrument) predefined procedures must exist to redefine the environment in such a way that operation can restart with the remaining equipment.",FAULT TOLERANCE,PURE,1995 - gemini
404,"In case of computer hardware failure concerning the user station equipment, it shall be possible to transfer control from one user station to another via a simple software reconfiguration procedure.",FAULT TOLERANCE,PURE,1995 - gemini
405,"In the case of IOC failure, no transfer of control to another IOC will be possible, due to the local connections and interfaces to the control electronics. In this case there shall be a procedure to replace faulty cards and/or assemblies. If it is possible to observe with that particular IOC in a failed state (in general, this is limited to IOCs that are associated with individual scientific instruments) then it must be possible to reconfigure the system to do so.",FAULT TOLERANCE,PURE,1995 - gemini
406,"The [GSR] sets as a requirement 2% and a goal 1% for total system (mechanical, electrical, and software) downtime due to failures - this translates to a maximum of 15 minutes per night or 1 night per month of downtime. This in turn sets quite stringent requirements on both MTBF and MTTR for the software and controls.",AVAILABILITY,PURE,1995 - gemini
407,"To guarantee maximum availability of the control system, retry procedures must be embodied in the software in case of error or failure (e.g. time-out, hardware failure) to achieve recovery on-line whenever possible.",AVAILABILITY,PURE,1995 - gemini
408,Maintenance requirements including an estimate of required resources.,MAINTAINABILITY,PURE,1995 - gemini
409,The method of upgrading the system to add capabilities and performance. Areas where upgrades are anticipated should be identified with an estimate of the required effort and resources.,MAINTAINABILITY,PURE,1995 - gemini
410,"A system that is operating in Engineering/Maintenance mode must ignore directives from other systems, though status information should still be provided for use by other systems.",SECURITY,PURE,1995 - gemini
411,"There should be security preventing the intrusion into the system by unauthorized users, or users at unauthorized access levels.",SECURITY,PURE,1995 - gemini
412,All hazards capable of causing death and/or loss of irreplacable equipment shall be passively interlocked.,SECURITY,PURE,1995 - gemini
413,All hazards capable of causing injury and/or severe damage to equipment shall be actively interlocked (severe damage implies that repairs are not repairable at the depot level.,SECURITY,PURE,1995 - gemini
414,All other hazards may be interlocked via software.,SECURITY,PURE,1995 - gemini
415,"The TCS is an Automated Information System (AIS). Therefore, as per DoD Regulation 5000.2-R, dated March 15, 1996, the TCS shall meet security requirements in accordance with DoD Directive 5200.28(D), “Security Requirements for Automated Information Systems” dated March 21, 1988",SECURITY,PURE,1999 - tcs
416,The TCS shall be accredited by the Designated Approving Authority prior to processing classified as well as sensitive unclassified data.,SECURITY,PURE,1999 - tcs
417,The TCS shall have sufficient throughput to support the processing requirements of the selected data link.,PERFORMANCE,PURE,1999 - tcs
418,The TCS maintainability will be considered in every phase of the design and development process and shall achieve a system maintainability (Mean Time To Repair MTTR) equal to or greater than that which is specified in the Predator and Outrider ORDs.,MAINTAINABILITY,PURE,1999 - tcs
419,"The TCS equipment shall achieve an availability as defined below, equal to or greater than that which is specified in the Predator and Outrider ORDs.",AVAILABILITY,PURE,1999 - tcs
420,"The HATS-GUI shall display and SDT with 10,000 nodes in five seconds or less.",PERFORMANCE,PURE,2001 - hats
421,"The HATS-GUI shall display 1,000,000 node SDTs in the same amount of time, plus or minus two seconds, as it takes to display a 10,000 node SDT.",PERFORMANCE,PURE,2001 - hats
422,The HATS-GUI shall allow a user to request transformations while HATS-SML is performing transformations or parsing.,PERFORMANCE,PURE,2001 - hats
423,"The HATS-GUI shall allow a user to navigate through the display of an SDT with 10,000 nodes so that scrolling a screen width with any portion of the SDT displayed takes less than 3 seconds.",PERFORMANCE,PURE,2001 - hats
424,The complexity of the text search algorithm shall not exceed O(n2) for n nodes.,PERFORMANCE,PURE,2001 - hats
425,The complexity of the tree search algorithm shall not exceed O(n2) for n nodes.,PERFORMANCE,PURE,2001 - hats
426,The complexity of the scrolling algorithms for text and displayed graphs shall not exceed O(n2) for n displayed nodes.,PERFORMANCE,PURE,2001 - hats
427,The user shall not be required to log in or authenticate his/her identity when using the system.,SECURITY,PURE,2001 - hats
428,The maximum response time for the submission of a job will be 1 minute.,PERFORMANCE,PURE,2001 - libra
429,The maximum number of jobs schedulable is limited only by the capacity of the nodes to fulfill the jobs’ deadlines; there is no upper limit inherent in the Libra scheduler as such.,PERFORMANCE,PURE,2001 - libra
430,"Assuming submitted statistics for jobs are accurate, the Libra scheduler will ensure that all jobs are completed with a 10% error allowance.",PERFORMANCE,PURE,2001 - libra
431,"Under all circumstances, the maximum cost payable as submitted by the user will be the maximum cost charged to the user.",PERFORMANCE,PURE,2001 - libra
432,The product will be as secure as the web browser that will run the product.,SECURITY,PURE,2001 - space fractions
433,The product will be available over the Internet via the S2S website.,AVAILABILITY,PURE,2001 - space fractions
434,"Maintainability is a primary goal for this project. For example, using appropriate sub-scenes in the main Flash game to split up the code will allow for easy alteration at a later date.",MAINTAINABILITY,PURE,2001 - space fractions
435,"The Backend System shall maintain input data fidelity and dynamic range across all processing, manipulation and I/O functions.",PERFORMANCE,PURE,2002 - evla back
436,"The system shall be capable of flagging and marking corrupted data segments and proceeding without interruption or effect on other data. This includes, but is not limited to, partial data, zero data, underflows, overflows, infinities, and NaN’s whether obtained on input or arising during processing.",PERFORMANCE,PURE,2002 - evla back
437,"The Backend System shall be self-monitoring. It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.",AVAILABILITY,PURE,2002 - evla back
438,The software part of the system shall be able to perform without total system restart due to internal failure between array maintenance windows.,AVAILABILITY,PURE,2002 - evla back
439,"The hardware part of the system shall be able to perform indefinitely without complete loss of service, except in the event of total failure of primary and backup power.",AVAILABILITY,PURE,2002 - evla back
440,The system shall be capable of responding in a loss-less manner to I/O and processing changes arising from Correlator mode changes.,AVAILABILITY,PURE,2002 - evla back
441,The system shall continue to operate in a loss-less manner in the event of a temporary (time duration TBD) loss of availability of the e2e System.,AVAILABILITY,PURE,2002 - evla back
442,"The system shall be able to complete processing of all onboard data, deliver the results to the End-to-End System and maintain availability for immediate resumption of operations once Correlator access is restored.",AVAILABILITY,PURE,2002 - evla back
443,The system shall continue to operate during the absence of the M&C System until the first encounter of unavailable critical auxiliary data. The system will cache a predetermined amount (TBD) of correlator data after the first encounter of unavailable critical data and complete all requested operations on cached data once the unavailable critical data is obtained. ,AVAILABILITY,PURE,2002 - evla back
444,The system shall be able to sit at idle and resume operations with minimal (amount TBD) delay.,AVAILABILITY,PURE,2002 - evla back
445,Software tools and pre-built applications that do not have source code available shall come with a complete diagnostic package and customer support.,MAINTAINABILITY,PURE,2002 - evla back
446,Operating system software shall either have source code available or come with sufficient diagnostics and customer support.,MAINTAINABILITY,PURE,2002 - evla back
447,"I/O, communications, and processing hardware shall be easily expandable, reconfigureable, augmentable and replaceable to meet increasing data transfer and processing demands imposed by EVLA science, Correlator changes, and availability of new hardware.",SCALABILITY,PURE,2002 - evla back
448,"3.7.1, above, shall be accomplished in manner that is transparent to processing, communications and I/O software functions with the possible exception of recompilation of executables.",SCALABILITY,PURE,2002 - evla back
449,"3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.",SCALABILITY,PURE,2002 - evla back
450,The Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,SCALABILITY,PURE,2002 - evla back
451,"All users of the system shall login using some form of unique identification. (e.g., username and password)",SECURITY,PURE,2002 - evla back
452,"All login attempts shall be done in a secure manner. (e.g., encrypted passwords)",SECURITY,PURE,2002 - evla back
453,A system administrator shall have unrestricted access to all aspects of the system.,SECURITY,PURE,2002 - evla back
454,"Each user shall have a set of system access properties that defines the user’s privileges within the system. (e.g., the subsystems a user may control or system tools the user may access).",SECURITY,PURE,2002 - evla back
455,The administrator shall have the ability to create and add a new user to the system.,SECURITY,PURE,2002 - evla back
456,The administrator shall have the ability to remove a user from the system.,SECURITY,PURE,2002 - evla back
457,The administrator shall have the ability to edit a user’s system access properties.,SECURITY,PURE,2002 - evla back
