,author,closedAt,number,publishedAt,resourcePath,source,state,text,label
129,{'login': 'alevittoria'},2018-06-21T15:28:54Z,18675,2018-06-21T13:32:01Z,/flutter/flutter/issues/18675,flutter,CLOSED,"firebase_messaging notification doesn't show if app is killed
#Hi! I copy the example from this link:
https://github.com/flutter/plugins/tree/master/packages/firebase_messaging/example
But it works only with app in foreground or in background.
If I send a notification with the app killed from task manager, the notification doesn't show.
This is what I send on body :
Someone can help me?",NONE
130,{'login': 'miguelpruivo'},2018-05-29T09:44:59Z,17978,2018-05-28T18:59:20Z,/flutter/flutter/issues/17978,flutter,CLOSED,"Add iOS dependency to Flutter Plugin 
So far I've the plugin (standalone) and the app created. Now I need to (somehow) use and consume a static framework (obj-c) in iOS plugin.
I've the file plugin.h and plugin.m and I added the mylib.framework to the root of iOS folder, next to podspec file. Also tried to add the s.dependency 'mylib' to it. Still, it doesn't seem to work at all. Everytime I try to flutter build ios on my main app (using the plugin) I get the #import <myplugin/myplugin.h> not found
PS: The library works if I add to the iOS project on the Flutter app, but I MUST use it on a plugin.",NONE
131,{'login': 'OrionWambert'},,26292,2019-01-09T14:59:46Z,/flutter/flutter/issues/26292,flutter,OPEN,"The site don't work fine
Hi guys, it's normal for the mobile version of the site to show up like that in the widget catalog and the Widget index
",NONE
132,{'login': 'lrd7512369'},2019-11-08T10:37:51Z,32472,2019-05-10T07:44:26Z,/flutter/flutter/issues/32472,flutter,CLOSED,"Can not make project when open for editing in android studio
l am writing an application with flutter and it works well at my android device ,but it builds failed when l click ""open for editing in android studio"" ,hope someone can help me,
flutter doctor:
here are the error logs:
",NONE
133,{'login': 'zhanghao19920218'},2018-08-20T15:54:38Z,18746,2018-06-23T05:35:57Z,/flutter/flutter/issues/18746,flutter,CLOSED,"Running flutter create myapp by VSCode always have problems
When I try to create a flutter project by visual studio code, lib and test file always get a red signal and it stay in creating Running ""flutter packages get"" in myapp... status",FAULT TOLERANCE
134,{'login': 'abarth'},2017-01-05T19:09:00Z,7204,2016-12-08T19:19:22Z,/flutter/flutter/issues/7204,flutter,CLOSED,"Remove ignoreTransform and highQuality options from MaskFilter
The ignoreTransform doesn't make much sense in a composited system because the local transform (which you're attempting to ignore) will depend on the compositing strategy, which means the ouput will depend on the compositing strategy.
Apparently the quality is ignored in Skia's GPU backend.",NONE
135,{'login': 'sarah-fernandez'},2019-03-08T00:39:54Z,28984,2019-03-07T08:38:44Z,/flutter/flutter/issues/28984,flutter,CLOSED,"InputEventReceiver exception dispatching input event with Flutter 1.2.1 and Android JellyBean 4.1.2
Using Android Studio. I have two different applications (one is a game, and the other is a set of widgets to better manage the space in tablets).
They were running smoothly in flutter 1.1.2 beta for devices from API 16 up to API 27, and emulators from API 21 up to API 28.
After flutter upgrade to flutter 1.2.1 beta, both applications in my device with API 16 fails at the moment of touching anything inside the application with the same error.
Then the application dies and a dialog that reads Unfortunately, <application_name> has stopped and an exception is thrown through the log file.
Both applications works fine in a Samsung Galaxy Nexus API 17 Jelly Bean MR1 and up to a Moto G5 Plus API 27, so this is a problem only in Jelly Bean API 16.
Both applications start fine. But touching anything in the screen we get the following log error:
flutter analyze results:
flutter doctor -v:
",FAULT TOLERANCE
136,{'login': 'mpetricone'},2018-11-23T13:54:41Z,24676,2018-11-23T13:54:17Z,/flutter/flutter/issues/24676,flutter,CLOSED,"missing localization data != null
...
...
...
",NONE
137,{'login': 'aam'},2018-12-05T14:31:58Z,14497,2018-02-06T18:33:18Z,/flutter/flutter/issues/14497,flutter,CLOSED,"Request to hot reload fails (on Windows)
This is on be0c488 running on Pixel.",NONE
138,{'login': 'sethladd'},2017-02-02T14:45:46Z,5385,2016-08-15T16:22:21Z,/flutter/flutter/issues/5385,flutter,CLOSED,"google_sign_in: auto-publish API docs
We should probably update http://flutter.github.io/google_sign_in/ manually. It would be super cool to automate the publishing of that site.
Our users are finding these sites and asking questions about them :)",USABILITY
139,{'login': 'jonahwilliams'},2018-07-30T17:45:25Z,19963,2018-07-29T22:13:10Z,/flutter/flutter/issues/19963,flutter,CLOSED,"DataTable checkbox tap target is too small
The checkbox is only given the minimum possible width, currently 18. it should be at least 48 by 48.",USABILITY
140,{'login': 'wmleler'},2018-12-17T14:59:35Z,10159,2017-05-18T00:49:09Z,/flutter/flutter/issues/10159,flutter,CLOSED,"Documentation for keytool
On https://flutter.io/android-release/ we should add some documentation that explains what keytool does and especially say where it leaves the key.jks file. It wasn't in the current directory, nor in the app directory. I had to search and finally found it in my home directory (ick!).",USABILITY
141,{'login': 'sethladd'},2016-04-07T20:36:06Z,2208,2016-02-26T16:47:07Z,/flutter/flutter/issues/2208,flutter,CLOSED,"remove ""flutter start""
Which is the real one? If start is deprecated in favor of run, maybe we can print out ""start is replaced by run. Please update your scripts, as we will soon remove start.""",NONE
142,{'login': 'FunnyDevs'},2017-02-24T12:27:52Z,8388,2017-02-24T09:42:00Z,/flutter/flutter/issues/8388,flutter,CLOSED,"Host OS not supported on Windows
Hi! I'm trying Flutter on Windows platform and i have installed everything with no problem. I created the app from command line but when i try to launch it, (from command line or even from IntellijIDEA plugin) i get this error.
UnimplementedError: Host OS not supported.",NONE
143,{'login': 'lukaselmer'},,12137,2017-09-17T12:31:41Z,/flutter/flutter/issues/12137,flutter,OPEN,"_googleSignIn.signIn() deadlock?
_googleSignIn.signIn() does not seem to work correctly?
This may be related to
flutter/plugins#94
#10552
You can reproduce it doing the flutter-firebase codelab (https://codelabs.developers.google.com/codelabs/flutter-firebase/#5), using Android 8 (SDK 26). There seems to be some kind of deadlock when calling this method.
It also does not seem to work using the following versions:
We also found out that you can sign in like this:
call _googleSignIn.signIn()
select the user
we noticed a very short flicker at the top of the screen, but that's it
if you use await _googleSignIn.signIn(), the code below is never executed
there is also no exception thrown
(deadlock in async call?)
close the app, so that it stops running in the background
open the app again
sign in using _googleSignIn.signInSilently(): this works now because the account has been selected already
",NONE
144,{'login': 'eseidelGoogle'},,5232,2016-08-04T21:43:18Z,/flutter/flutter/issues/5232,flutter,OPEN,"AppBar Hero Transition could crossfade 
https://youtu.be/KbyuPMZ-9_A
@abarth says we should fix this, but to do so would require re-writing the Hero system (which has to happen for other reasons). Just noting down one example of where being able to fade/animate-color would be nice.
",MAINTAINABILITY
145,{'login': 'Sun3'},,16474,2018-04-11T20:55:35Z,/flutter/flutter/issues/16474,flutter,OPEN,"New Feature Request - TabController disable Slide Transition
New Feature - TabController disable Slide Transition
Ability to Disable or change the Horizontal Slide Transition when changing Tabs. I would like to switch pages by Fading instead of sliding left or right.
Thank you.",MAINTAINABILITY
146,{'login': 'OrionWambert'},2019-05-27T10:05:46Z,32556,2019-05-11T15:36:11Z,/flutter/flutter/issues/32556,flutter,CLOSED,"Flutter_web initialization error
Hello ! Please, I'm trying to create a new project flutter_web but I have an error in pub get :
I reinstalled git but the problem persists , I also launched the pub cache repair but to no avail
Flutter doctor output :
",NONE
147,{'login': 'rachelward9'},2017-06-28T18:23:10Z,10731,2017-06-15T18:14:43Z,/flutter/flutter/issues/10731,flutter,CLOSED,"Building Beautiful UIs Tutorial - Silly Link Display
On step six under Place the message list, there is a chopped up link on, ""Naming the argument...""
",NONE
148,{'login': 'yyoon'},2019-02-05T00:54:52Z,11183,2017-07-13T00:02:51Z,/flutter/flutter/issues/11183,flutter,CLOSED,"Text cursor doesn't blink when the focus is requested programmatically within onSubmitted callback
I wanted to retain keyboard focus in a TextField even after the text is submitted, so that I can type in multiple messages in a row in a chat app. The default behavior is to unfocus when the text is submitted, so I added a FocusScope.of(context).requestFocus() call in my handleSubmit callback.
With this change, after submitting the text, the text field goes into a weird state where it has focus (i.e. I can type text) but the cursor isn't blinking.
Below is the minimal example code that reproduces this issue.
",NONE
149,{'login': 'danong'},2019-01-07T17:28:37Z,19582,2018-07-19T21:24:00Z,/flutter/flutter/issues/19582,flutter,CLOSED,"Flutter Gallery app crashes when switching between app bar options in the ""Contact profile"" study
Switching between the different app bar display options in the ""Contact profile"" study can cause the Flutter Gallery app to crash. I tested this on a OnePlus3T using the production version on the PlayStore and locally using the version in v0.5.1.
@HansMuller I think this is behind the error in #17598
Open the ""Contact profile"" study
Scroll the bottom of the page
Select the drop down menu in top right of the app bar and choose the ""App bar snaps"" option
Scroll up until the full app bar is displayed (screenshot attached)
Select the ""App bar floats"" option
The app will not immediately crash but it is in a bad state and further actions will cause various exceptions and crashes. Logs attached below.
Error when scrolling:
Error when trying to switch to the 'App bar snaps' option:
Error when clicking the back button
Error when trying to re-open the Contact profile study after the last crash
",NONE
150,{'login': 'KuoGao'},2018-10-08T08:59:31Z,20249,2018-08-06T07:22:45Z,/flutter/flutter/issues/20249,flutter,CLOSED,"Command “flutter create –t module xxx” is not work
I want to Add Flutter to existing apps , but command ""flutter create –t module xxx"" is not work,
exec command ""flutter create –t module xxx"" , and output ""Multiple output directories specified.""
Doctor summary (to see all details, run flutter doctor -v):
[✓] Flutter (Channel master, v0.5.8-pre.241, on Mac OS X 10.12.6 16G1510, locale zh-Hans-CN)
[✓] Android toolchain - develop for Android devices (Android SDK 27.0.3)
[!] iOS toolchain - develop for iOS devices
✗ Xcode installation is incomplete; a full installation is necessary for iOS development.
Download at: https://developer.apple.com/xcode/download/
Or install Xcode via the App Store.
Once installed, run:
sudo xcode-select --switch /Applications/Xcode.app/Contents/Developer
✗ libimobiledevice and ideviceinstaller are not installed. To install, run:
brew install --HEAD libimobiledevice
brew install ideviceinstaller
✗ ios-deploy not installed. To install:
brew install ios-deploy
✗ CocoaPods not installed.
CocoaPods is used to retrieve the iOS platform side's plugin code that responds to your plugin usage on the Dart side.
Without resolving iOS dependencies with CocoaPods, plugins will not work on iOS.
For more info, see https://flutter.io/platform-plugins
To install:
brew install cocoapods
pod setup
[✓] Android Studio (version 3.1)
[!] IntelliJ IDEA Community Edition (version 2018.2)
✗ Flutter plugin not installed; this adds Flutter specific functionality.
✗ Dart plugin not installed; this adds Dart specific functionality.
[✓] Connected devices (1 available)
! Doctor found issues in 2 categories.",NONE
151,{'login': 'BerndWessels'},2020-01-31T20:53:04Z,18099,2018-06-01T01:54:58Z,/flutter/flutter/issues/18099,flutter,CLOSED,"NestedScrollView cannot scroll inner list view
I have a NestedScrollView with a SliverAppBar with an expandedHeight and a SliverFixedExtentList inside. Basically this example.
Now I want to jumpTo position 5000.0 in the list.
So I add a ScrollController to the NestedScrollView. But the range that I can jumpTo seems to be limited to the height of the header.
I am not able to programatically scroll the SliverFixedExtentList to any position.
I believe this is because the NestedScrollView doesn't allow access to the innerController, but that is just a guess.
Is there a way to achieve this any other way?
Why, because I try to have a TabBar and each tab scrolls the ListView underneath to a specific section - basically like in the UeberEats app's menu page.",NONE
152,{'login': 'sethladd'},2016-02-24T20:58:41Z,2130,2016-02-24T20:45:10Z,/flutter/flutter/issues/2130,flutter,CLOSED,"broken link to android studio
(reported by user)
on https://flutter.io/setup/
broken link
https://flutter.io/setup/https//developer.android.com/sdk/index.html
correct link
https://developer.android.com/sdk/index.html",NONE
153,{'login': 'jimbeveridge'},2016-03-06T19:24:57Z,2326,2016-03-02T18:26:37Z,/flutter/flutter/issues/2326,flutter,CLOSED,"Non-actionable assert: '_placeholderSize == null' is not true.
The assertion '_placeholderSize == null' is not true. actually means that liftToOverlay was called twice. The text in the assertion should include this helpful hint.
Steps to Reproduce
Use a Mimicable
Call liftToOverlay a second time before the first has finished.
Flutter Version
Flutter from https://github.com/flutter/flutter.git (on master)
Framework: 9ce6bff (2 days ago)
Engine: 006a702
Logs
",NONE
154,{'login': 'zoechi'},2017-12-13T18:37:54Z,13510,2017-12-12T15:56:27Z,/flutter/flutter/issues/13510,flutter,CLOSED,"Querying for a non-existent location waits forever
As far as I know this should return immediately in any case, not only when a value is found,
but in Flutter it only returns after the first event which may never come.
This makes it impossible to check if a location exists.
firebase_database 0.1.2
Flutter Doctor
For more information about diagnosing and reporting Flutter bugs, please see https://flutter.io/bug-reports/.
See also https://stackoverflow.com/questions/37910008/check-if-value-exists-in-firebase-db",NONE
155,{'login': 'gggustafson'},2018-12-06T13:28:54Z,19956,2018-07-29T19:13:07Z,/flutter/flutter/issues/19956,flutter,CLOSED,"Issue from website page Building Layouts in Flutter
From URL: https://flutter.io/tutorials/layout/
In the second figure, the caption to the right that reads ""Column"" should read ""Rows""",NONE
156,{'login': 'Hixie'},2020-01-06T20:13:25Z,17360,2018-05-07T22:04:41Z,/flutter/flutter/issues/17360,flutter,CLOSED,"When generating golden files, catch the case of orphan files
Sometimes when writing a test you change your mind about what file names to use, but you do so after having run it with the old names, and then check in the unused files. We should be able to catch that case since when generating goldens we know every test we run and know every file it generated.
This might require that we put files from tests in a directory specific to the test.
cc @tvolkert",MAINTAINABILITY
157,{'login': 'dikeboy'},2018-12-30T16:11:51Z,25875,2018-12-29T09:55:13Z,/flutter/flutter/issues/25875,flutter,CLOSED,"canvas.drawImageRect can't output the image
When i use the drawRect, The out byte can display on the image widget,
But when i use the drawImageRect, I found the out byte always be the same code , and it can't display on the image widget. But I can draw it on the CustomPainter
If I change the image2 to the source image, It will be ok.
How can i do to get the cut image
",NONE
158,{'login': 'vijayredme'},2019-11-03T20:25:59Z,29992,2019-03-26T19:16:08Z,/flutter/flutter/issues/29992,flutter,CLOSED,"Unable to debug / hit breakpoints in flutter app in the visual studio code
I am using vs code and trying to debug the application, but when i hit 'Start Debugging' button in vs code, app simply launches and never hits breakpoint. anyone has a clue asto what could be wrong ?",NONE
159,{'login': 'AskYous'},2018-09-22T21:07:45Z,22175,2018-09-22T20:43:51Z,/flutter/flutter/issues/22175,flutter,CLOSED,"Could not find a file named ""pubspec.yaml"" in ""...pub.dartlang.org/archive-2.0.4"".
Navigate to a flutter project
run flutter doctor (or any flutter command)
Experience this output:
Can't run anything with flutter to get some logs. It just gives me the above response.",NONE
160,{'login': 'chandeepadissanayake'},2018-09-07T12:03:54Z,21545,2018-09-07T10:13:11Z,/flutter/flutter/issues/21545,flutter,CLOSED,"Orientation(Rotation) Issue of Camera Plugin
Even with the provided example, I'm experiencing an issue with camera plugin's orientation when device is rotated. I confirmed this error across different android versions. When the orientation is portrait, everything is fine, working so well. But when we turn around the device, the camera view is 90 degrees off the correct view in clockwise direction, that it should provide. I will attach few screenshots which would help to describe the issue more precisely.
Portrait View
Landscape View
",NONE
161,{'login': 'goderbauer'},2018-09-10T09:50:52Z,21632,2018-09-10T08:32:55Z,/flutter/flutter/issues/21632,flutter,CLOSED,"Engine roll caused regression
With engine roll 6a8a73c the following benchmark regressed:
futter_gallery_ios32__transition_perf/99th_percentile_frame_rasterizer_time_millis
/cc @bkonyi",NONE
162,{'login': 'daniel-v'},2018-12-10T15:39:39Z,16421,2018-04-10T17:36:28Z,/flutter/flutter/issues/16421,flutter,CLOSED,"Request: firebase_storage to support metadata
I could use support reading/writing metadata, especially custom metadata field.",MAINTAINABILITY
163,{'login': 'yczhangsjtu'},2020-01-03T06:01:33Z,31045,2019-04-15T05:37:55Z,/flutter/flutter/issues/31045,flutter,CLOSED,"Is this a typo? assert(transform.determinant != 0.0);
I found this line of code in flutter/lib/src/painting/matrix_utils.dart, line 166, commit: 27b058a
I guess it is expected to be:
However, if my guess is correct, there is another issue which causes this assertion to fail. Followed are the steps to reproduce
Replace determinant with determinant() as above;
Open project flutter_gallery in Android Studio;
Start running main.dart in Android simulator;
As the application is launched, tap 'Material -> Bottom app bar' to open the bottom app bar demo;
Tap 'None' radio in FAB shape, the Floating Action Button should disappear;
Tap 'Circular' or 'Diamond' radio in FAB shape.
The console output looks as follows
",NONE
164,{'login': 'xster'},2018-03-08T10:10:56Z,14373,2018-01-31T00:57:14Z,/flutter/flutter/issues/14373,flutter,CLOSED,"Unclear how to add/edit platform view code to an existing Flutter app
More or less the reverse of #8945.
Given a new Flutter project, if some code needs to be done in the platform side:
 How to open Xcode, how is the iOS code structured
 How to open Android Studio, how is the Android code structured
 How to bring in existing local iOS/Android source code
 How to refer to existing iOS/Android packages using gradle / CocoaPods
cc @sethladd, @Sfshaza",NONE
165,{'login': 'lesnitsky'},,26829,2019-01-21T00:45:28Z,/flutter/flutter/issues/26829,flutter,OPEN,"firebase_admob pauses video when app goes to background
When user switches app during rewarding video playback and brings it back to active state, video is paused. Yes, if user clicks on ""close"" button he/she is prompted to resume the video, but it would be nice to have an API to automatically continue playing video",NONE
166,{'login': 'sethladd'},2016-04-07T19:46:10Z,2832,2016-03-22T16:51:41Z,/flutter/flutter/issues/2832,flutter,CLOSED,"Double shadow flash when moving component list underneath app bar
Scrolling the component list up under the app bar flashes the shadow at the border between the app bar and the component list.
Movie: https://dl.dropboxusercontent.com/u/316685/RECORDING.mp4",NONE
167,,2018-09-06T08:07:08Z,21476,2018-09-06T02:00:24Z,/flutter/flutter/issues/21476,flutter,CLOSED,"VScode autoformat intending spaces
I tried to auto-format my code in vscode with a flutter extension. And this gave me this result
Sometimes it uses 2 spaces, and sometimes it uses 4 spaces. Is this working correctly?",NONE
168,{'login': 'Tricky12321'},,31049,2019-04-15T07:45:43Z,/flutter/flutter/issues/31049,flutter,OPEN,"Testing buttons using tester.tap to show a dialog gives Framework Error
Have a method open an AlertDialog
Have a button execute the method
In a test, use await tester.tap(find.byKey(const Key('LoginBtnKey'))); to tap the button
Then verify that the dialog is shown using expect(find.byType(AlertDialog), findsOneWidget);
This gives a framework error.
",NONE
169,{'login': 'xorrior'},2019-04-25T18:15:42Z,31617,2019-04-25T18:07:12Z,/flutter/flutter/issues/31617,flutter,CLOSED,"firebase_admob ^0.8.0+4 Android crashes on startup (Release version only)
So I'm having issues getting the flutter firebase_admob plugin to work on Android (Release). It initializes and loads ads perfectly for the debug build on Android and the debug/release builds on iOS. I've already made the necessary changes to the AndroidManifest.xml file and included my admob app id (See screenshot). I'm really lost at this point. I've looked at all of the available solutions for the issue I'm having and none have worked. Please help!
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:30:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:35:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:41:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:47:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:58:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:65:3 • sdk_version_async_exported_from_core
info • This class (or a class which this class inherits from) is marked as '@immutable', but one or more of its instance fields are not final:
DeleteProgressDialog.progress, DeleteProgressDialog.timeRemaining • lib/ui/DeleteProgressDialog.dart:5:7 • must_be_immutable
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:22:1 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:76:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:130:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:138:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:146:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:245:3 • sdk_version_async_exported_from_core
info • This class (or a class which this class inherits from) is marked as '@immutable', but one or more of its instance fields are not final: UserInfoHeader.user •
lib/ui/UserInfoHeader.dart:5:7 • must_be_immutable
[✓] Flutter (Channel stable, v1.2.1, on Mac OS X 10.14.4 18E226, locale en-US)
• Flutter version 1.2.1 at /Users/xorrior/flutter
• Framework revision 8661d8a (2 months ago), 2019-02-14 19:19:53 -0800
• Engine revision 3757390
• Dart version 2.1.2 (build 2.1.2-dev.0.0 0a7dcf17eb)
[✓] Android toolchain - develop for Android devices (Android SDK version 28.0.3)
• Android SDK at /Users/xorrior/Library/Android/sdk
• Android NDK location not configured (optional; useful for native profiling support)
• Platform android-28, build-tools 28.0.3
• Java binary at: /Applications/Android Studio.app/Contents/jre/jdk/Contents/Home/bin/java
• Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1343-b01)
• All Android licenses accepted.
[✓] iOS toolchain - develop for iOS devices (Xcode 10.2.1)
• Xcode at /Applications/Xcode.app/Contents/Developer
• Xcode 10.2.1, Build version 10E1001
• ios-deploy 1.9.4
• CocoaPods version 1.5.3
[✓] Android Studio (version 3.4)
• Android Studio at /Applications/Android Studio.app/Contents
• Flutter plugin version 34.0.2
• Dart plugin version 183.5901
• Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1343-b01)
[✓] IntelliJ IDEA Ultimate Edition (version 2019.1.1)
• IntelliJ at /Applications/IntelliJ IDEA.app
• Flutter plugin version 34.0.4
• Dart plugin version 191.7019
[✓] VS Code (version 1.33.1)
• VS Code at /Applications/Visual Studio Code.app/Contents
• Flutter extension version 2.25.1
[✓] Connected device (1 available)
• Pixel 3 XL • 93VY18Y3R • android-arm64 • Android 9 (API 28)
",NONE
170,{'login': 'd-silveira'},2018-10-08T09:14:32Z,21068,2018-08-27T16:37:59Z,/flutter/flutter/issues/21068,flutter,CLOSED,"Hot reloading a page with streambuilder bugs out
I have a Streambuilder listening to a behaviourSubject broadcastStream, but whenever I Hot Reload or Hot Restart the code for any small change, The streambuilder stops seing what's on the tip of the stream, forcing me to re-do what I originally did to fill the stream",NONE
171,{'login': 'DavidMihola'},2015-11-09T20:13:32Z,53,2015-11-08T20:33:37Z,/flutter/flutter/issues/53,flutter,CLOSED,"`flutter start` doesn't give good error messages when it can't find main.dart
When I try to flutter start any of the example programs widgets, fitness or rendering I get an error like the following:
Downloading Sky Snapshot from the cloud, one moment please...
Downloading Sky Shell from the cloud, one moment please...
[1108/213053:FATAL:loader.cc(21)] Check failed: base::ReadFileToString(path, &source). /home/dmta/flutter/flutter/examples/rendering/./lib/main.dart
The other examples I have tried worked fine.",NONE
172,{'login': 'skytz'},2016-03-23T17:19:49Z,2844,2016-03-23T17:17:23Z,/flutter/flutter/issues/2844,flutter,CLOSED,"ARM Support
Not exactly an issue but a question.
Im working for a small dev company and we're talking about using flutter in production.
There is no deadline in the next 6 months.
Will it be an arm version by then?
And as a secondary question, will it be stable enough?
Thank you",NONE
173,{'login': 'jibeex'},2019-11-06T15:42:10Z,20912,2018-08-22T13:49:24Z,/flutter/flutter/issues/20912,flutter,CLOSED,"Issue on new instructions for integrating Flutter into existing iOS project. 
The previous version worked fine. However after I have followed the new instructions(updated yesterday) for integrating Flutter into existing iOS project. This error came up when I push a FlutterViewController
",NONE
174,{'login': 'jonahwilliams'},2019-03-13T07:32:18Z,27446,2019-02-02T22:52:12Z,/flutter/flutter/issues/27446,flutter,CLOSED,"Update DevFS to use a Watcher
Instead of scanning the project directory on hot reload, setup a Directory watcher to report updated dart files. When hot reloading, grab the current set and pass them to the resident compiler.
Since we no longer need to sync source files to the device, the extra work we're doing to setup the devfs for each potential entry is wasted. We only need to sync the dill file and assets.
Additionally, including build_runner will drastically increase the number of files that will be scanned with the current approach - while there is no issue with a watcher based approach.",PERFORMANCE
175,{'login': 'danrubel'},2016-09-08T21:37:39Z,5674,2016-08-31T14:55:47Z,/flutter/flutter/issues/5674,flutter,CLOSED,"flutter tool provide hint when/how to install iOS simulator
Clean install (no iOS simulator)
flutter create test-ios
flutter run
At this point it responds with No connected devices. which is correct but unhelpful. I would like it to hint that I could install the iOS simulator and point to docs explaining how to do so. Maybe flutter doctor should indicate that it is not installed / configured as well.
Flutter Doctor
",USABILITY
176,{'login': 'Hixie'},2016-02-16T01:39:48Z,1211,2016-01-12T23:53:56Z,/flutter/flutter/issues/1211,flutter,CLOSED,"RenderObject exceptions in performLayout should also include information about what the child(ren) are
Would help debug bugs like #1210 .",NONE
177,{'login': 'Hixie'},2017-09-08T00:02:03Z,11380,2017-07-24T21:44:15Z,/flutter/flutter/issues/11380,flutter,CLOSED,"TextAlign RTL
We probably need to create an RTL-aware version of TextAlign that is used by TextPainter, then use that in RenderParagraph, RichText, and Text so that you can align start/end as well as left/right. Also ""justify"" needs to define the justification of the last line.",MAINTAINABILITY
178,{'login': 'goderbauer'},2018-03-20T07:26:11Z,15274,2018-03-08T01:08:20Z,/flutter/flutter/issues/15274,flutter,CLOSED,"a11y for password text fields
Look at what the behavior on native is (e.g. is content read out?) and ensure that flutter does the same.",NONE
179,{'login': 'mehmetf'},2017-01-11T17:28:53Z,4944,2016-07-18T17:31:42Z,/flutter/flutter/issues/4944,flutter,CLOSED,"Android overscroll indicator is causing a reload/repaint
Use Block to render a scrollable page.
The first time top or bottom is reached, observe that the content is reloaded.
Second and subsequent times the overscroll indicator is shown correctly.
Problem does not occur if we manually switch off the overscroll indicator (or switch to the iOS bounce indicator).
Flutter Doctor
[✓] Flutter (on Linux, channel alpha)
• Framework revision 9c0c022 (3 weeks ago), engine revision bb98655
[✓] Android toolchain - develop for Android devices (Android SDK 23.0.2)
• Platform android-23, build-tools 23.0.2
• OpenJDK Runtime Environment (build 1.8.0-google-v7-123992248-123972143)",NONE
180,{'login': 'bigflood'},2018-10-29T11:24:19Z,6979,2016-11-22T06:46:08Z,/flutter/flutter/issues/6979,flutter,CLOSED,"Support keyboard type on multiline text inputs (Android)
There's keyboard types for single-line inputs only.
Multiline text inputs need return key.",NONE
181,{'login': 'manujbahl'},2018-07-06T09:25:47Z,15943,2018-03-26T18:23:31Z,/flutter/flutter/issues/15943,flutter,CLOSED,"App does not work after flutter upgrade.
I just tried to upgrade flutter to 0.2.4
The engine upgrade worked but post upgrade flutter doctor reports errors and my app also does not work anymore.
",NONE
182,{'login': 'chinmaygarde'},2016-02-20T01:21:41Z,1799,2016-02-12T08:06:52Z,/flutter/flutter/issues/1799,flutter,CLOSED,"`--debug-port 0` on iOS is not ""magical""
Assuming this means the default port.",NONE
183,{'login': 'Hacker-CB'},2019-01-26T13:29:37Z,27124,2019-01-26T12:19:56Z,/flutter/flutter/issues/27124,flutter,CLOSED,"plugins/video_player: java.lang.NullPointerException in gradle
There is NullPointerException during executing gradle tasks from the android directory of the project which has dependency to video_player plugin:
Gradle version: 5.1.1
Full gradle scan: https://scans.gradle.com/s/4uiq56gz6bv7u
Update:
Seems that this happens when two dependencies are together:
Steps to reproduce
flutter create test_project
add next dependencies to pubspec.yaml:
cd android
./gradlew tasks
",NONE
184,{'login': 'ricamgar'},2019-03-08T19:34:29Z,19806,2018-07-26T07:02:38Z,/flutter/flutter/issues/19806,flutter,CLOSED,"[image_picker] Camera permission not needed
Hi,
since the plugin is not using the camera, just requesting the intent, the CAMERA permission is not needed. Here the tutorial on how to use the camera intent from the official docs: https://developer.android.com/training/camera/photobasics
Thanks!",NONE
