,author,closedAt,number,publishedAt,resourcePath,source,state,text
155,{'login': 'gggustafson'},2018-12-06T13:28:54Z,19956.0,2018-07-29T19:13:07Z,/flutter/flutter/issues/19956,flutter,CLOSED,"Issue from website page Building Layouts in Flutter
From URL: https://flutter.io/tutorials/layout/
In the second figure, the caption to the right that reads ""Column"" should read ""Rows"""
156,{'login': 'Hixie'},2020-01-06T20:13:25Z,17360.0,2018-05-07T22:04:41Z,/flutter/flutter/issues/17360,flutter,CLOSED,"When generating golden files, catch the case of orphan files
Sometimes when writing a test you change your mind about what file names to use, but you do so after having run it with the old names, and then check in the unused files. We should be able to catch that case since when generating goldens we know every test we run and know every file it generated.
This might require that we put files from tests in a directory specific to the test.
cc @tvolkert"
157,{'login': 'dikeboy'},2018-12-30T16:11:51Z,25875.0,2018-12-29T09:55:13Z,/flutter/flutter/issues/25875,flutter,CLOSED,"canvas.drawImageRect can't output the image
When i use the  drawRect, The out byte can display on the image widget,
But  when  i use the  drawImageRect, I found the out byte  always be the same code , and it can't display on the image widget.   But I can draw it on the  CustomPainter
If  I change the image2 to the source image, It will be ok.
How can i do  to  get the cut image
               child: Text(""image""),
               onPressed: (){
               var source = Rect.fromLTWH(0, 0, this.image.width.toDouble(), this.image.height.toDouble());
               var dest = Rect.fromLTWH(0,0,200,200);
               PictureRecorder recorder =  PictureRecorder();
               Canvas canvas2 = Canvas(recorder);
               Paint paint2 = new Paint();
               paint2.color =Colors.red;
               canvas2.drawRect(Rect.fromLTWH(0, 0, 150, 150), paint2);
               canvas2.drawImageRect(image, source, dest, paint2);
               var image2 = recorder.endRecording().toImage(dest.width.toInt(), dest.height.toInt());
               image2.toByteData(format:ui.ImageByteFormat.png).then((byte){
                 imageDes=   Uint8List.view(byte.buffer);
               var mByte=byte.buffer.asUint8List();
               print(""aaa ${mByte}"");
               getApplicationDocumentsDirectory().then((dir){
               String path = dir.path +""/test.png"";
               new File(path).writeAsBytesSync(mByte);
               print(path);
               });
               setState(() {
                 imageDes =mByte;
               });
               });
              print(imageDes);
           Navigator.push(context,new MaterialPageRoute(builder: (context) =>  ImageTestPage(title: ""image"",image: byte.buffer.asUint8List())));
        },
      );
           }),` ` 
` 


`class SignaturePainter extends CustomPainter {
 SignaturePainter(this.points,this.isStart,this.width,this.height,this.cWidth,this.cHeight,this.image);
 bool  isStart = false;
 double startX=0;
 double startY=0;
 double cWidth =200;
 double cHeight =200;
 double width;
 double height;
 flutterui.Image image;

 final List<Offset> points; 

 void paint(Canvas canvas, Size size) {
   Paint paint = new Paint()
     ..color = Colors.blue[200]
     ..strokeCap = StrokeCap.round
     ..isAntiAlias = true
     ..strokeWidth = 2.0

     ..strokeJoin = StrokeJoin.bevel;
//    print(""change ${this.points}"");
   if(image!=null){

     double dwidth =0;
     double dheight =0;
     if(image.width.toDouble()/width>image.height.toDouble()/height){
       dwidth = width;
       dheight = image.height.toDouble()*dwidth/image.width.toDouble();
     }
     else{
       dheight = height;
       dwidth = image.width.toDouble() * dheight/image.height.toDouble();
     }
     canvas.drawImageRect(image, Rect.fromLTWH(0, 0, image.width.toDouble(), image.height.toDouble()), Rect.fromLTWH((width-dwidth)/2,
         (height-dheight)/2, dwidth,dheight), paint);

//      var source = Rect.fromLTWH(0, 0, this.image.width.toDouble(), this.image.height.toDouble());
//      var dest = Rect.fromLTWH(0,0,400,400);
//      PictureRecorder recorder =  PictureRecorder();
//      Canvas canvas2 = Canvas(recorder);
//      Paint paint2 = new Paint();
//      canvas2.drawImageRect(image, source, dest, paint2);
//      var image2 = recorder.endRecording().toImage(dest.width.toInt(), dest.height.toInt());
////    canvas.drawImageRect(image2, Rect.fromLTWH(0, 0, image.width.toDouble(), image.height.toDouble()), Rect.fromLTWH(0,0,400,400), paint);
//      image2.toByteData(format:ui.ImageByteFormat.png).then((byte){
//        var mByte=byte.buffer.asUint8List();
//        print(""aaa ${mByte}"");
//        getApplicationDocumentsDirectory().then((dir){
//          String path = dir.path +""/test.png"";
//          new File(path).writeAsBytesSync(mByte);
//          print(path);
//        });
//      });
   }

   if(this.points.length>1){
     double startX = points[1].dx - points[0].dx+points[2].dx;
     double startY = points[1].dy - points[0].dy+points[2].dy;
     if(startX<0)
       startX = 0;
     else if(startX+cWidth>width){
       startX = width-cWidth;
     }
     if(startY<0)
       startY=0;
     else if(startY + cHeight>height){
       startY = height-cHeight;
     }
//      canvas.drawRect(Rect.fromLTRB(startX,startY,startX+200,startY+200), paint);
     List<Offset> points2 =[
       Offset(startX,startY),
       Offset(startX+cWidth,startY),
       Offset(startX+cWidth,startY+cHeight),
       Offset(startX,startY+cHeight),
       Offset(startX,startY),
     ];
     canvas.drawPoints(PointMode.polygon, points2, paint);
   }
   else{
     List<Offset> points2 =[
       Offset(startX,startY),
       Offset(startX+cWidth,startY),
       Offset(startX+cWidth,startY+cHeight),
       Offset(startX,startY+cHeight),
       Offset(startX,startY),
     ];
     canvas.drawPoints(PointMode.polygon, points2, paint);
   }

 }`"
158,{'login': 'vijayredme'},2019-11-03T20:25:59Z,29992.0,2019-03-26T19:16:08Z,/flutter/flutter/issues/29992,flutter,CLOSED,"Unable to debug / hit breakpoints in flutter app in the visual studio code
I am using vs code and trying to debug the application, but when i hit 'Start Debugging' button in vs code, app simply launches and never hits breakpoint. anyone has a clue asto what could be wrong ?"
159,{'login': 'AskYous'},2018-09-22T21:07:45Z,22175.0,2018-09-22T20:43:51Z,/flutter/flutter/issues/22175,flutter,CLOSED,"Could not find a file named ""pubspec.yaml"" in ""...pub.dartlang.org/archive-2.0.4"".
Steps to Reproduce


Navigate to a flutter project
run flutter doctor (or any flutter command)
Experience this output:

Building flutter tool...
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (9 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (8 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (7 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (6 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (5 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (4 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (3 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (2 tries left)
Could not find a file named ""pubspec.yaml"" in ""/Users/mlgyshan/.pub-cache/hosted/pub.dartlang.org/archive-2.0.4"".
Error: Unable to 'pub upgrade' flutter tool. Retrying in five seconds... (1 tries left)
Command 'pub upgrade' still failed after 10 tries, giving up.

Logs
Can't run anything with flutter to get some logs. It just gives me the above response."
160,{'login': 'chandeepadissanayake'},2018-09-07T12:03:54Z,21545.0,2018-09-07T10:13:11Z,/flutter/flutter/issues/21545,flutter,CLOSED,"Orientation(Rotation) Issue of Camera Plugin
Even with the provided example, I'm experiencing an issue with camera plugin's orientation when device is rotated. I confirmed this error across different android versions. When the orientation is portrait, everything is fine, working so well. But when we turn around the device, the camera view is 90 degrees off the correct view in clockwise direction, that it should provide. I will attach few screenshots which would help to describe the issue more precisely.
Portrait View

Landscape View"
161,{'login': 'goderbauer'},2018-09-10T09:50:52Z,21632.0,2018-09-10T08:32:55Z,/flutter/flutter/issues/21632,flutter,CLOSED,"Engine roll caused regression
With engine roll 6a8a73c the following benchmark regressed:

futter_gallery_ios32__transition_perf/99th_percentile_frame_rasterizer_time_millis

/cc @bkonyi"
162,{'login': 'daniel-v'},2018-12-10T15:39:39Z,16421.0,2018-04-10T17:36:28Z,/flutter/flutter/issues/16421,flutter,CLOSED,"Request: firebase_storage to support metadata
I could use support reading/writing metadata, especially custom metadata field."
163,{'login': 'yczhangsjtu'},2020-01-03T06:01:33Z,31045.0,2019-04-15T05:37:55Z,/flutter/flutter/issues/31045,flutter,CLOSED,"Is this a typo? assert(transform.determinant != 0.0);
I found this line of code in flutter/lib/src/painting/matrix_utils.dart, line 166, commit: 27b058a
assert(transform.determinant != 0.0);

I guess it is expected to be:
assert(transform.determinant() != 0.0);

However, if my guess is correct, there is another issue which causes this assertion to fail. Followed are the steps to reproduce

Replace determinant with determinant() as above;
Open project flutter_gallery in Android Studio;
Start running main.dart in Android simulator;
As the application is launched, tap 'Material -> Bottom app bar' to open the bottom app bar demo;
Tap 'None' radio in FAB shape, the Floating Action Button should disappear;
Tap 'Circular' or 'Diamond' radio in  FAB shape.

The console output looks as follows
Launching lib/main.dart on Android SDK built for x86 in debug mode...
Initializing gradle...
Resolving dependencies...
Running Gradle task 'assembleDebug'...
Built build/app/outputs/apk/debug/app-debug.apk.
Installing build/app/outputs/apk/app.apk...
Syncing files to device Android SDK built for x86...
D/EGL_emulation( 7685): eglMakeCurrent: 0xe74852a0: ver 3 0 (tinfo 0xe74832e0)
I/flutter ( 7685): ══╡ EXCEPTION CAUGHT BY RENDERING LIBRARY ╞═════════════════════════════════════════════════════════
I/flutter ( 7685): The following NoSuchMethodError was thrown during paint():
I/flutter ( 7685): The getter 'left' was called on null.
I/flutter ( 7685): Receiver: null
I/flutter ( 7685): Tried calling: left
I/flutter ( 7685): 
I/flutter ( 7685): When the exception was thrown, this was the stack:
I/flutter ( 7685): #0      Object.noSuchMethod (dart:core-patch/object_patch.dart:50:5)
I/flutter ( 7685): #1      Rect.overlaps (dart:ui/geometry.dart:771:24)
I/flutter ( 7685): #2      _DiamondNotchedRectangle.getOuterPath (package:flutter_gallery/demo/material/bottom_app_bar_demo.dart:459:15)
I/flutter ( 7685): #3      _BottomAppBarClipper.getClip (package:flutter/src/material/bottom_app_bar.dart:166:18)
I/flutter ( 7685): #4      _RenderCustomClip._updateClip (package:flutter/src/rendering/proxy_box.dart:1212:25)
I/flutter ( 7685): #5      RenderPhysicalShape.paint (package:flutter/src/rendering/proxy_box.dart:1780:7)
I/flutter ( 7685): #6      RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #7      PaintingContext.paintChild (package:flutter/src/rendering/object.dart:173:13)
I/flutter ( 7685): #8      _RenderCustomMultiChildLayoutBox&RenderBox&ContainerRenderObjectMixin&RenderBoxContainerDefaultsMixin.defaultPaint (package:flutter/src/rendering/box.dart:2273:15)
I/flutter ( 7685): #9      RenderCustomMultiChildLayoutBox.paint (package:flutter/src/rendering/custom_layout.dart:361:5)
I/flutter ( 7685): #10     RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #11     PaintingContext.paintChild (package:flutter/src/rendering/object.dart:173:13)
I/flutter ( 7685): #12     _RenderProxyBox&RenderBox&RenderObjectWithChildMixin&RenderProxyBoxMixin.paint (package:flutter/src/rendering/proxy_box.dart:123:15)
I/flutter ( 7685): #13     _RenderInkFeatures.paint (package:flutter/src/material/material.dart:510:11)
I/flutter ( 7685): #14     RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #15     PaintingContext.paintChild (package:flutter/src/rendering/object.dart:173:13)
I/flutter ( 7685): #16     _RenderProxyBox&RenderBox&RenderObjectWithChildMixin&RenderProxyBoxMixin.paint (package:flutter/src/rendering/proxy_box.dart:123:15)
I/flutter ( 7685): #17     PaintingContext.pushLayer (package:flutter/src/rendering/object.dart:370:12)
I/flutter ( 7685): #18     RenderPhysicalModel.paint (package:flutter/src/rendering/proxy_box.dart:1716:15)
I/flutter ( 7685): #19     RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #20     PaintingContext.paintChild (package:flutter/src/rendering/object.dart:173:13)
I/flutter ( 7685): #21     _RenderProxyBox&RenderBox&RenderObjectWithChildMixin&RenderProxyBoxMixin.paint (package:flutter/src/rendering/proxy_box.dart:123:15)
I/flutter ( 7685): #22     RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #23     PaintingContext.paintChild (package:flutter/src/rendering/object.dart:173:13)
I/flutter ( 7685): #24     _RenderProxyBox&RenderBox&RenderObjectWithChildMixin&RenderProxyBoxMixin.paint (package:flutter/src/rendering/proxy_box.dart:123:15)
I/flutter ( 7685): #25     RenderObject._paintWithContext (package:flutter/src/rendering/object.dart:2104:7)
I/flutter ( 7685): #26     PaintingContext._repaintCompositedChild (package:flutter/src/rendering/object.dart:128:11)
I/flutter ( 7685): #27     PaintingContext.repaintCompositedChild (package:flutter/src/rendering/object.dart:96:5)
I/flutter ( 7685): #28     PipelineOwner.flushPaint (package:flutter/src/rendering/object.dart:859:29)
I/flutter ( 7685): #29     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding&PaintingBinding&SemanticsBinding&RendererBinding.drawFrame (package:flutter/src/rendering/binding.dart:349:19)
I/flutter ( 7685): #30     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding&PaintingBinding&SemanticsBinding&RendererBinding&WidgetsBinding.drawFrame (package:flutter/src/widgets/binding.dart:701:13)
I/flutter ( 7685): #31     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding&PaintingBinding&SemanticsBinding&RendererBinding._handlePersistentFrameCallback (package:flutter/src/rendering/binding.dart:286:5)
I/flutter ( 7685): #32     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding._invokeFrameCallback (package:flutter/src/scheduler/binding.dart:1012:15)
I/flutter ( 7685): #33     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding.handleDrawFrame (package:flutter/src/scheduler/binding.dart:952:9)
I/flutter ( 7685): #34     _WidgetsFlutterBinding&BindingBase&GestureBinding&ServicesBinding&SchedulerBinding._handleDrawFrame (package:flutter/src/scheduler/binding.dart:864:5)
I/flutter ( 7685): #38     _invoke (dart:ui/hooks.dart:219:10)
I/flutter ( 7685): #39     _drawFrame (dart:ui/hooks.dart:178:3)
I/flutter ( 7685): (elided 3 frames from package dart:async)
I/flutter ( 7685): 
I/flutter ( 7685): The following RenderObject was being processed when the exception was fired:
I/flutter ( 7685):   RenderPhysicalShape#9225c relayoutBoundary=up1
I/flutter ( 7685):   creator: PhysicalShape ← BottomAppBar ← _DemoBottomAppBar ← MediaQuery ←
I/flutter ( 7685):   LayoutId-[<_ScaffoldSlot.bottomNavigationBar>] ← CustomMultiChildLayout ← AnimatedBuilder ←
I/flutter ( 7685):   DefaultTextStyle ← AnimatedDefaultTextStyle ← _InkFeatures-[GlobalKey#52319 ink renderer] ←
I/flutter ( 7685):   NotificationListener<LayoutChangedNotification> ← PhysicalModel ← ⋯
I/flutter ( 7685):   parentData: offset=Offset(0.0, 635.4); id=_ScaffoldSlot.bottomNavigationBar (can use size)
I/flutter ( 7685):   constraints: BoxConstraints(w=411.4, 0.0<=h<=683.4)
I/flutter ( 7685):   size: Size(411.4, 48.0)
I/flutter ( 7685):   elevation: 8.0
I/flutter ( 7685):   color: Color(0xffffffff)
I/flutter ( 7685):   shadowColor: Color(0xffffffff)
I/flutter ( 7685):   clipper: _BottomAppBarClipper
I/flutter ( 7685): This RenderObject had the following descendants (showing up to depth 5):
I/flutter ( 7685):   RenderCustomPaint#22f12 relayoutBoundary=up2
I/flutter ( 7685):     _RenderInkFeatures#b82a0 relayoutBoundary=up3
I/flutter ( 7685):       RenderPadding#39bef relayoutBoundary=up4
I/flutter ( 7685):         RenderFlex#40c20 relayoutBoundary=up5
I/flutter ( 7685):           RenderSemanticsGestureHandler#24e16 relayoutBoundary=up6
I/flutter ( 7685):           RenderSemanticsGestureHandler#cdda6 relayoutBoundary=up6
I/flutter ( 7685):           RenderSemanticsGestureHandler#26a78 relayoutBoundary=up6
I/flutter ( 7685): ════════════════════════════════════════════════════════════════════════════════════════════════════
I/flutter ( 7685): Another exception was thrown: 'package:flutter/src/painting/matrix_utils.dart': Failed assertion: line 166 pos 12: 'transform.determinant() != 0.0': is not true.
I/flutter ( 7685): Another exception was thrown: NoSuchMethodError: The getter 'left' was called on null.
I/flutter ( 7685): Another exception was thrown: 'package:flutter/src/painting/matrix_utils.dart': Failed assertion: line 166 pos 12: 'transform.determinant() != 0.0': is not true.
Application finished."
164,{'login': 'xster'},2018-03-08T10:10:56Z,14373.0,2018-01-31T00:57:14Z,/flutter/flutter/issues/14373,flutter,CLOSED,"Unclear how to add/edit platform view code to an existing Flutter app
More or less the reverse of #8945.
Given a new Flutter project, if some code needs to be done in the platform side:

 How to open Xcode, how is the iOS code structured
 How to open Android Studio, how is the Android code structured
 How to bring in existing local iOS/Android source code
 How to refer to existing iOS/Android packages using gradle / CocoaPods

cc @sethladd, @Sfshaza"
165,{'login': 'lesnitsky'},,26829.0,2019-01-21T00:45:28Z,/flutter/flutter/issues/26829,flutter,OPEN,"firebase_admob pauses video when app goes to background
When user switches app during rewarding video playback and brings it back to active state, video is paused. Yes, if user clicks on ""close"" button he/she is prompted to resume the video, but it would be nice to have an API to automatically continue playing video"
166,{'login': 'sethladd'},2016-04-07T19:46:10Z,2832.0,2016-03-22T16:51:41Z,/flutter/flutter/issues/2832,flutter,CLOSED,"Double shadow flash when moving component list underneath app bar
Scrolling the component list up under the app bar flashes the shadow at the border between the app bar and the component list.
Movie:  https://dl.dropboxusercontent.com/u/316685/RECORDING.mp4"
167,,2018-09-06T08:07:08Z,21476.0,2018-09-06T02:00:24Z,/flutter/flutter/issues/21476,flutter,CLOSED,"VScode autoformat intending spaces
I tried to auto-format my code in vscode with a flutter extension. And this gave me this result

Sometimes it uses 2 spaces, and sometimes it uses 4 spaces. Is this working correctly?"
168,{'login': 'Tricky12321'},,31049.0,2019-04-15T07:45:43Z,/flutter/flutter/issues/31049,flutter,OPEN,"Testing buttons using tester.tap to show a dialog gives Framework Error
Steps to Reproduce

Have a method open an AlertDialog
Have a button execute the method
In a test, use await tester.tap(find.byKey(const Key('LoginBtnKey'))); to tap the button
Then verify that the dialog is shown using expect(find.byType(AlertDialog), findsOneWidget);
This gives a framework error.


Logs

══╡ EXCEPTION CAUGHT BY GESTURE ╞═══════════════════════════════════════════════════════════════════
The following assertion was thrown while handling a gesture:
'package:flutter/src/widgets/localizations.dart': Failed assertion: line 446 pos 12: 'context !=
null': is not true.

Either the assertion indicates an error in the framework itself, or we should provide substantially
more information in this error message to help you determine and fix the underlying cause.
In either case, please report this assertion by filing a bug on GitHub:
  https://github.com/flutter/flutter/issues/new?template=BUG.md

When the exception was thrown, this was the stack:
#2      Localizations.of (package:flutter/src/widgets/localizations.dart:446:12)
#3      debugCheckHasMaterialLocalizations.<anonymous closure> (package:flutter/src/material/debug.dart:88:23)
#4      debugCheckHasMaterialLocalizations (package:flutter/src/material/debug.dart:127:4)
#5      showDialog (package:flutter/src/material/dialog.dart:701:10)


Analyzing weekplanner...                                                
No issues found! (ran in 6.1s; 157 public members lack documentation)


[✓] Flutter (Channel stable, v1.2.1, on Mac OS X 10.14.4 18E226, locale da-DK)
    • Flutter version 1.2.1 at /Users/Tricky/development/flutter
    • Framework revision 8661d8aecd (8 weeks ago), 2019-02-14 19:19:53 -0800
    • Engine revision 3757390fa4
    • Dart version 2.1.2 (build 2.1.2-dev.0.0 0a7dcf17eb)

[!] Android toolchain - develop for Android devices (Android SDK version 28.0.3)
    • Android SDK at /Users/Tricky/Library/Android/sdk
    • Android NDK location not configured (optional; useful for native profiling support)
    • Platform android-28, build-tools 28.0.3
    • Java binary at: /Applications/Android Studio.app/Contents/jre/jdk/Contents/Home/bin/java
    • Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1248-b01)
    ✗ Android licenses not accepted.  To resolve this, run: flutter doctor --android-licenses

[✓] iOS toolchain - develop for iOS devices (Xcode 10.2)
    • Xcode at /Applications/Xcode.app/Contents/Developer
    • Xcode 10.2, Build version 10E125
    • ios-deploy 1.9.4
    • CocoaPods version 1.6.1

[✓] Android Studio (version 3.3)
    • Android Studio at /Applications/Android Studio.app/Contents
    • Flutter plugin version 33.3.1
    • Dart plugin version 182.5215
    • Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1248-b01)

[✓] IntelliJ IDEA Community Edition (version 2018.3.5)
    • IntelliJ at /Applications/IntelliJ IDEA CE.app
    • Flutter plugin version 33.3.2
    • Dart plugin version 183.5912.23

[!] VS Code (version 1.29.1)
    • VS Code at /Applications/Visual Studio Code.app/Contents
    ✗ Flutter extension not installed; install from
      https://marketplace.visualstudio.com/items?itemName=Dart-Code.flutter

[!] Connected device
    ! No devices available

! Doctor found issues in 3 categories."
169,{'login': 'xorrior'},2019-04-25T18:15:42Z,31617.0,2019-04-25T18:07:12Z,/flutter/flutter/issues/31617,flutter,CLOSED,"firebase_admob ^0.8.0+4 Android crashes on startup (Release version only)
Steps to Reproduce

So I'm having issues getting the flutter firebase_admob plugin to work on Android (Release). It initializes and loads ads perfectly for the debug build on Android and the debug/release builds on iOS. I've already made the necessary changes to the AndroidManifest.xml file and included my admob app id (See screenshot). I'm really lost at this point. I've looked at all of the available solutions for the issue I'm having and none have worked. Please help!
Logs






info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:30:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:35:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:41:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:47:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:58:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/TwitterApi.dart:65:3 • sdk_version_async_exported_from_core
info • This class (or a class which this class inherits from) is marked as '@immutable', but one or more of its instance fields are not final:
DeleteProgressDialog.progress, DeleteProgressDialog.timeRemaining • lib/ui/DeleteProgressDialog.dart:5:7 • must_be_immutable
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:22:1 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:76:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:130:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:138:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:146:3 • sdk_version_async_exported_from_core
info • The class 'Future' was not exported from 'dart:core' until version 2.1, but this code is required to be able to run on earlier versions •
lib/ui/Login.dart:245:3 • sdk_version_async_exported_from_core
info • This class (or a class which this class inherits from) is marked as '@immutable', but one or more of its instance fields are not final: UserInfoHeader.user •
lib/ui/UserInfoHeader.dart:5:7 • must_be_immutable


[✓] Flutter (Channel stable, v1.2.1, on Mac OS X 10.14.4 18E226, locale en-US)
• Flutter version 1.2.1 at /Users/xorrior/flutter
• Framework revision 8661d8a (2 months ago), 2019-02-14 19:19:53 -0800
• Engine revision 3757390
• Dart version 2.1.2 (build 2.1.2-dev.0.0 0a7dcf17eb)
[✓] Android toolchain - develop for Android devices (Android SDK version 28.0.3)
• Android SDK at /Users/xorrior/Library/Android/sdk
• Android NDK location not configured (optional; useful for native profiling support)
• Platform android-28, build-tools 28.0.3
• Java binary at: /Applications/Android Studio.app/Contents/jre/jdk/Contents/Home/bin/java
• Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1343-b01)
• All Android licenses accepted.
[✓] iOS toolchain - develop for iOS devices (Xcode 10.2.1)
• Xcode at /Applications/Xcode.app/Contents/Developer
• Xcode 10.2.1, Build version 10E1001
• ios-deploy 1.9.4
• CocoaPods version 1.5.3
[✓] Android Studio (version 3.4)
• Android Studio at /Applications/Android Studio.app/Contents
• Flutter plugin version 34.0.2
• Dart plugin version 183.5901
• Java version OpenJDK Runtime Environment (build 1.8.0_152-release-1343-b01)
[✓] IntelliJ IDEA Ultimate Edition (version 2019.1.1)
• IntelliJ at /Applications/IntelliJ IDEA.app
• Flutter plugin version 34.0.4
• Dart plugin version 191.7019
[✓] VS Code (version 1.33.1)
• VS Code at /Applications/Visual Studio Code.app/Contents
• Flutter extension version 2.25.1
[✓] Connected device (1 available)
• Pixel 3 XL • 93VY18Y3R • android-arm64 • Android 9 (API 28)"
170,{'login': 'd-silveira'},2018-10-08T09:14:32Z,21068.0,2018-08-27T16:37:59Z,/flutter/flutter/issues/21068,flutter,CLOSED,"Hot reloading a page with streambuilder bugs out
I have a Streambuilder listening to a behaviourSubject broadcastStream, but whenever I Hot Reload or Hot Restart the code for any small change, The streambuilder stops seing what's on the tip of the stream, forcing me to re-do what I originally did to fill the stream"
171,{'login': 'DavidMihola'},2015-11-09T20:13:32Z,53.0,2015-11-08T20:33:37Z,/flutter/flutter/issues/53,flutter,CLOSED,"`flutter start` doesn't give good error messages when it can't find main.dart
When I try to flutter start any of the example programs widgets, fitness or rendering I get an error like the following:
Downloading Sky Snapshot from the cloud, one moment please...
Downloading Sky Shell from the cloud, one moment please...
[1108/213053:FATAL:loader.cc(21)] Check failed: base::ReadFileToString(path, &source). /home/dmta/flutter/flutter/examples/rendering/./lib/main.dart
The other examples I have tried worked fine."
172,{'login': 'skytz'},2016-03-23T17:19:49Z,2844.0,2016-03-23T17:17:23Z,/flutter/flutter/issues/2844,flutter,CLOSED,"ARM Support
Not exactly an issue but a question.
Im working for a small dev company and we're talking about using flutter in production.
There is no deadline in the next 6 months.
Will it be an arm version by then?
And as a secondary question, will it be stable enough?
Thank you"
